[2020/01/23 16:18:11] - Namespace(attack='pgd', attack_iters=10, batch_size=128, cutout=False, cutout_len=None, data_dir='../cifar100-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar100_standard/preactresnet18', half=False, l1=0, l2=0, lr_max=0.1, lr_schedule='piecewise', mixup=False, mixup_alpha=None, model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, width_factor=10)
[2020/01/23 16:18:15] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2020/01/23 16:23:45] - 0 	 278.0 	 	 51.7 	 	 0.1000 	 4.2989 	 0.0444 	 4.4579 	 	 0.0308 	 	 4.1152 	 0.0695 	 4.2728 	 	 0.0539
[2020/01/23 16:29:21] - 1 	 282.0 	 	 53.8 	 	 0.1000 	 3.9591 	 0.0926 	 4.2090 	 	 0.0575 	 	 3.8257 	 0.1062 	 4.1081 	 	 0.0676
[2020/01/23 16:35:23] - 2 	 302.9 	 	 56.9 	 	 0.1000 	 3.7157 	 0.1415 	 4.0592 	 	 0.0813 	 	 3.5927 	 0.1648 	 3.9306 	 	 0.1033
[2020/01/23 16:41:22] - 3 	 302.6 	 	 56.0 	 	 0.1000 	 3.5317 	 0.1786 	 3.9430 	 	 0.0991 	 	 3.4533 	 0.1838 	 3.8491 	 	 0.1122
[2020/01/23 16:47:23] - 4 	 303.7 	 	 55.4 	 	 0.1000 	 3.4048 	 0.2031 	 3.8622 	 	 0.1109 	 	 3.3478 	 0.1955 	 3.8619 	 	 0.1111
[2020/01/23 16:53:25] - 5 	 303.7 	 	 57.4 	 	 0.1000 	 3.2888 	 0.2262 	 3.7974 	 	 0.1231 	 	 3.2034 	 0.2378 	 3.7090 	 	 0.1438
[2020/01/23 16:59:24] - 6 	 301.2 	 	 56.6 	 	 0.1000 	 3.1823 	 0.2475 	 3.7377 	 	 0.1330 	 	 3.1190 	 0.2576 	 3.6607 	 	 0.1517
[2020/01/23 17:05:25] - 7 	 304.0 	 	 56.0 	 	 0.1000 	 3.0845 	 0.2716 	 3.6854 	 	 0.1396 	 	 3.0573 	 0.2664 	 3.6399 	 	 0.1480
[2020/01/23 17:11:28] - 8 	 304.7 	 	 56.9 	 	 0.1000 	 3.0030 	 0.2903 	 3.6378 	 	 0.1474 	 	 2.9460 	 0.2912 	 3.5803 	 	 0.1593
[2020/01/23 17:17:29] - 9 	 303.4 	 	 56.3 	 	 0.1000 	 2.9213 	 0.3082 	 3.5906 	 	 0.1545 	 	 2.9070 	 0.2944 	 3.5365 	 	 0.1688
[2020/01/23 17:23:30] - 10 	 303.5 	 	 56.8 	 	 0.1000 	 2.8542 	 0.3257 	 3.5529 	 	 0.1630 	 	 2.8679 	 0.3103 	 3.4955 	 	 0.1797
[2020/01/23 17:29:31] - 11 	 303.6 	 	 56.7 	 	 0.1000 	 2.8033 	 0.3349 	 3.5212 	 	 0.1690 	 	 2.7933 	 0.3246 	 3.4658 	 	 0.1801
[2020/01/23 17:35:32] - 12 	 303.4 	 	 56.4 	 	 0.1000 	 2.7561 	 0.3473 	 3.4959 	 	 0.1724 	 	 2.7751 	 0.3287 	 3.4755 	 	 0.1845
[2020/01/23 17:41:19] - 13 	 293.7 	 	 52.3 	 	 0.1000 	 2.7199 	 0.3541 	 3.4741 	 	 0.1754 	 	 2.7460 	 0.3183 	 3.4914 	 	 0.1723
[2020/01/23 17:46:56] - 14 	 283.8 	 	 52.4 	 	 0.1000 	 2.6820 	 0.3639 	 3.4526 	 	 0.1798 	 	 2.7102 	 0.3362 	 3.4347 	 	 0.1894
[2020/01/23 18:29:46] - 15 	 2517.1 	 	 51.3 	 	 0.1000 	 2.6481 	 0.3709 	 3.4325 	 	 0.1822 	 	 2.6324 	 0.3630 	 3.3779 	 	 0.1983
[2020/01/23 18:54:50] - 16 	 1444.3 	 	 59.3 	 	 0.1000 	 2.6088 	 0.3835 	 3.4065 	 	 0.1874 	 	 2.6795 	 0.3559 	 3.3839 	 	 0.1984
[2020/01/23 19:01:12] - 17 	 319.6 	 	 61.1 	 	 0.1000 	 2.5854 	 0.3898 	 3.3952 	 	 0.1875 	 	 2.6598 	 0.3614 	 3.3865 	 	 0.1982
[2020/01/23 19:07:34] - 18 	 324.8 	 	 56.2 	 	 0.1000 	 2.5516 	 0.3966 	 3.3758 	 	 0.1903 	 	 2.5827 	 0.3748 	 3.3610 	 	 0.1994
