[2019/12/19 21:12:04] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10/wideresnet_9', half=False, lr_max=0.1, lr_schedule='piecewise', norm='l_inf', pgd_alpha=2, restarts=1, seed=0, width_factor=9)
[2019/12/19 21:12:16] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2019/12/19 21:39:15] - 0 	 1367.3 	 252.5 	 0.1000 	 1.9245 	 0.2976 	 2.1397 	 0.2063 	 1.7629 	 0.3530 	 1.9855 	 0.2560
[2019/12/19 22:06:16] - 1 	 1366.8 	 252.4 	 0.1000 	 1.6752 	 0.4014 	 1.9640 	 0.2630 	 1.5619 	 0.4363 	 1.8655 	 0.2874
[2019/12/19 22:33:18] - 2 	 1367.7 	 252.9 	 0.1000 	 1.5290 	 0.4681 	 1.8760 	 0.2953 	 1.4382 	 0.4864 	 1.7961 	 0.3076
[2019/12/19 23:00:21] - 3 	 1368.2 	 252.7 	 0.1000 	 1.4113 	 0.5231 	 1.8032 	 0.3181 	 1.3316 	 0.5759 	 1.6844 	 0.3664
[2019/12/19 23:27:23] - 4 	 1368.1 	 252.8 	 0.1000 	 1.3119 	 0.5659 	 1.7383 	 0.3404 	 1.2838 	 0.5822 	 1.6747 	 0.3792
[2019/12/19 23:54:26] - 5 	 1368.4 	 252.8 	 0.1000 	 1.2494 	 0.5989 	 1.6953 	 0.3591 	 1.1886 	 0.6088 	 1.6214 	 0.3849
[2019/12/20 00:21:29] - 6 	 1369.3 	 252.8 	 0.1000 	 1.1865 	 0.6279 	 1.6512 	 0.3746 	 1.1378 	 0.6270 	 1.5753 	 0.4177
[2019/12/20 00:48:33] - 7 	 1368.9 	 253.0 	 0.1000 	 1.1410 	 0.6469 	 1.6201 	 0.3876 	 1.0779 	 0.6465 	 1.5490 	 0.4121
[2019/12/20 01:15:36] - 8 	 1369.5 	 252.8 	 0.1000 	 1.0916 	 0.6692 	 1.5859 	 0.4014 	 1.0202 	 0.6624 	 1.5900 	 0.4097
[2019/12/20 01:42:40] - 9 	 1369.5 	 252.8 	 0.1000 	 1.0517 	 0.6802 	 1.5560 	 0.4106 	 1.0127 	 0.6717 	 1.4950 	 0.4346
[2019/12/20 02:09:45] - 10 	 1370.2 	 252.9 	 0.1000 	 1.0232 	 0.6946 	 1.5382 	 0.4196 	 0.9876 	 0.6926 	 1.5112 	 0.4363
[2019/12/20 02:36:48] - 11 	 1368.4 	 253.0 	 0.1000 	 1.0007 	 0.7049 	 1.5233 	 0.4251 	 1.0106 	 0.7003 	 1.4823 	 0.4475
[2019/12/20 03:03:50] - 12 	 1368.0 	 252.5 	 0.1000 	 0.9802 	 0.7145 	 1.5060 	 0.4302 	 0.9927 	 0.6865 	 1.4736 	 0.4548
[2019/12/20 03:30:52] - 13 	 1368.3 	 252.6 	 0.1000 	 0.9530 	 0.7298 	 1.4881 	 0.4381 	 0.9483 	 0.7078 	 1.4456 	 0.4582
[2019/12/20 03:57:55] - 14 	 1368.1 	 252.6 	 0.1000 	 0.9333 	 0.7339 	 1.4722 	 0.4413 	 0.8918 	 0.7193 	 1.4427 	 0.4558
[2019/12/20 04:24:57] - 15 	 1368.2 	 252.4 	 0.1000 	 0.9168 	 0.7436 	 1.4604 	 0.4473 	 0.8965 	 0.7328 	 1.4418 	 0.4464
[2019/12/20 04:51:58] - 16 	 1367.8 	 252.4 	 0.1000 	 0.8971 	 0.7491 	 1.4475 	 0.4524 	 0.8983 	 0.7113 	 1.4434 	 0.4604
[2019/12/20 05:19:02] - 17 	 1368.6 	 252.9 	 0.1000 	 0.8887 	 0.7502 	 1.4396 	 0.4550 	 0.8656 	 0.7387 	 1.4350 	 0.4628
[2019/12/20 05:46:04] - 18 	 1368.6 	 252.7 	 0.1000 	 0.8698 	 0.7588 	 1.4234 	 0.4600 	 0.8500 	 0.7445 	 1.4455 	 0.4552
[2019/12/20 06:13:07] - 19 	 1368.8 	 252.6 	 0.1000 	 0.8611 	 0.7648 	 1.4177 	 0.4616 	 0.8784 	 0.7291 	 1.4251 	 0.4661
[2019/12/20 06:40:11] - 20 	 1369.1 	 252.8 	 0.1000 	 0.8497 	 0.7673 	 1.4093 	 0.4677 	 0.8646 	 0.7530 	 1.4192 	 0.4737
[2019/12/20 07:07:14] - 21 	 1369.0 	 252.6 	 0.1000 	 0.8379 	 0.7719 	 1.3982 	 0.4695 	 0.8598 	 0.7379 	 1.4006 	 0.4756
[2019/12/20 07:34:17] - 22 	 1368.9 	 252.5 	 0.1000 	 0.8279 	 0.7766 	 1.3921 	 0.4696 	 0.8668 	 0.7294 	 1.4241 	 0.4629
[2019/12/20 08:01:20] - 23 	 1369.3 	 252.6 	 0.1000 	 0.8188 	 0.7797 	 1.3844 	 0.4736 	 0.8207 	 0.7487 	 1.4352 	 0.4569
[2019/12/20 08:28:22] - 24 	 1368.2 	 252.2 	 0.1000 	 0.8120 	 0.7843 	 1.3809 	 0.4754 	 0.8504 	 0.7471 	 1.4070 	 0.4790
[2019/12/20 08:55:25] - 25 	 1368.6 	 252.9 	 0.1000 	 0.8015 	 0.7888 	 1.3725 	 0.4767 	 0.9136 	 0.6993 	 1.4817 	 0.4385
[2019/12/20 09:22:28] - 26 	 1368.4 	 252.7 	 0.1000 	 0.7941 	 0.7918 	 1.3639 	 0.4797 	 0.8325 	 0.7483 	 1.3894 	 0.4819
[2019/12/20 09:49:30] - 27 	 1368.2 	 252.3 	 0.1000 	 0.7889 	 0.7929 	 1.3643 	 0.4800 	 0.8435 	 0.7446 	 1.3935 	 0.4765
[2019/12/20 10:16:32] - 28 	 1368.2 	 252.4 	 0.1000 	 0.7820 	 0.7949 	 1.3568 	 0.4837 	 0.7842 	 0.7489 	 1.3794 	 0.4788
[2019/12/20 10:43:35] - 29 	 1369.1 	 252.4 	 0.1000 	 0.7753 	 0.7959 	 1.3497 	 0.4880 	 0.7839 	 0.7687 	 1.3467 	 0.4982
[2019/12/20 11:10:39] - 30 	 1369.8 	 252.5 	 0.1000 	 0.7737 	 0.7977 	 1.3498 	 0.4860 	 0.7993 	 0.7622 	 1.3953 	 0.4675
[2019/12/20 11:37:42] - 31 	 1368.5 	 252.6 	 0.1000 	 0.7600 	 0.8040 	 1.3399 	 0.4882 	 0.8461 	 0.7508 	 1.3845 	 0.4841
[2019/12/20 12:04:44] - 32 	 1368.8 	 252.3 	 0.1000 	 0.7555 	 0.8062 	 1.3353 	 0.4914 	 0.8122 	 0.7349 	 1.3815 	 0.4918
[2019/12/20 12:31:46] - 33 	 1367.9 	 252.3 	 0.1000 	 0.7564 	 0.8054 	 1.3347 	 0.4907 	 0.7998 	 0.7608 	 1.3637 	 0.4956
