[2020/01/10 20:29:26] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10_l2/preactresnet18_5e-1', half=False, l1=0, l2=0.5, lr_max=0.1, lr_schedule='piecewise', model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, width_factor=10)
[2020/01/10 20:29:36] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2020/01/10 20:33:18] - 0 	 185.7 	 36.1 	 0.1000 	 2.2635 	 0.1428 	 2.3587 	 0.1034 	 2.7888 	 0.1400 	 3.0571 	 0.1217
[2020/01/10 20:37:11] - 1 	 196.0 	 36.8 	 0.1000 	 2.2612 	 0.1433 	 2.3361 	 0.1062 	 2.2806 	 0.1259 	 2.3103 	 0.1108
[2020/01/10 20:41:02] - 2 	 193.8 	 36.6 	 0.1000 	 2.2439 	 0.1552 	 2.3182 	 0.1143 	 2.3508 	 0.0739 	 2.3815 	 0.0567
[2020/01/10 20:44:54] - 3 	 194.1 	 36.8 	 0.1000 	 2.2461 	 0.1529 	 2.3127 	 0.1134 	 2.3172 	 0.1073 	 2.3993 	 0.1005
[2020/01/10 20:48:45] - 4 	 194.1 	 36.3 	 0.1000 	 2.2524 	 0.1527 	 2.3134 	 0.1124 	 2.2883 	 0.1159 	 2.3094 	 0.1063
[2020/01/10 20:52:36] - 5 	 194.5 	 36.5 	 0.1000 	 2.2629 	 0.1443 	 2.3140 	 0.1069 	 2.2953 	 0.1141 	 2.3080 	 0.1045
[2020/01/10 20:56:28] - 6 	 195.1 	 36.6 	 0.1000 	 2.2519 	 0.1554 	 2.3081 	 0.1150 	 2.3996 	 0.0974 	 2.4402 	 0.0957
[2020/01/10 21:00:19] - 7 	 194.1 	 36.0 	 0.1000 	 2.2505 	 0.1588 	 2.3041 	 0.1184 	 2.3523 	 0.1000 	 2.3633 	 0.1000
[2020/01/10 21:04:10] - 8 	 193.3 	 36.8 	 0.1000 	 2.2531 	 0.1524 	 2.3030 	 0.1142 	 2.4267 	 0.0972 	 2.4643 	 0.0955
[2020/01/10 21:08:01] - 9 	 194.2 	 36.3 	 0.1000 	 2.2614 	 0.1481 	 2.3058 	 0.1120 	 2.7548 	 0.1000 	 2.9403 	 0.1000
[2020/01/10 21:11:52] - 10 	 194.4 	 36.3 	 0.1000 	 2.2629 	 0.1470 	 2.3051 	 0.1120 	 2.3009 	 0.1147 	 2.3043 	 0.1157
[2020/01/10 21:15:43] - 11 	 193.8 	 36.7 	 0.1000 	 2.2668 	 0.1451 	 2.3050 	 0.1123 	 2.4392 	 0.0748 	 2.5845 	 0.0692
