[2019/12/19 21:11:38] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10/wideresnet_7', half=False, lr_max=0.1, lr_schedule='piecewise', norm='l_inf', pgd_alpha=2, restarts=1, seed=0, width_factor=7)
[2019/12/19 21:11:48] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2019/12/19 21:30:37] - 0 	 952.2 	 176.9 	 0.1000 	 1.9181 	 0.2930 	 2.1309 	 0.2031 	 1.7838 	 0.3594 	 2.0009 	 0.2569
[2019/12/19 21:49:34] - 1 	 959.8 	 176.4 	 0.1000 	 1.6777 	 0.4001 	 1.9646 	 0.2645 	 1.5987 	 0.4245 	 1.8598 	 0.3014
[2019/12/19 22:08:30] - 2 	 958.9 	 176.5 	 0.1000 	 1.5358 	 0.4624 	 1.8815 	 0.2912 	 1.4672 	 0.4795 	 1.7984 	 0.3220
[2019/12/19 22:27:27] - 3 	 958.8 	 176.6 	 0.1000 	 1.4203 	 0.5187 	 1.8104 	 0.3149 	 1.3163 	 0.5750 	 1.7075 	 0.3547
[2019/12/19 22:46:24] - 4 	 960.1 	 176.7 	 0.1000 	 1.3263 	 0.5629 	 1.7466 	 0.3399 	 1.2503 	 0.5900 	 1.6636 	 0.3688
[2019/12/19 23:05:21] - 5 	 959.4 	 176.6 	 0.1000 	 1.2560 	 0.5971 	 1.7002 	 0.3580 	 1.1817 	 0.6035 	 1.6387 	 0.3811
[2019/12/19 23:24:18] - 6 	 959.1 	 176.7 	 0.1000 	 1.1973 	 0.6230 	 1.6600 	 0.3719 	 1.1359 	 0.6323 	 1.6159 	 0.3934
[2019/12/19 23:43:16] - 7 	 960.1 	 176.4 	 0.1000 	 1.1501 	 0.6426 	 1.6277 	 0.3841 	 1.1057 	 0.6310 	 1.5720 	 0.4115
[2019/12/20 00:02:13] - 8 	 959.9 	 176.6 	 0.1000 	 1.1090 	 0.6601 	 1.5989 	 0.3967 	 1.0852 	 0.6522 	 1.5690 	 0.4022
[2019/12/20 00:21:11] - 9 	 960.5 	 176.7 	 0.1000 	 1.0674 	 0.6803 	 1.5711 	 0.4080 	 1.0170 	 0.6865 	 1.4999 	 0.4319
[2019/12/20 00:40:09] - 10 	 959.9 	 176.7 	 0.1000 	 1.0420 	 0.6905 	 1.5551 	 0.4126 	 1.0013 	 0.6844 	 1.5330 	 0.4273
[2019/12/20 00:59:06] - 11 	 960.0 	 176.6 	 0.1000 	 1.0163 	 0.7000 	 1.5360 	 0.4182 	 1.0169 	 0.6943 	 1.4928 	 0.4444
[2019/12/20 01:18:04] - 12 	 960.3 	 176.6 	 0.1000 	 0.9946 	 0.7093 	 1.5178 	 0.4259 	 0.9896 	 0.7066 	 1.4967 	 0.4366
[2019/12/20 01:37:02] - 13 	 960.0 	 176.5 	 0.1000 	 0.9740 	 0.7175 	 1.5039 	 0.4325 	 1.0025 	 0.6813 	 1.5089 	 0.4302
[2019/12/20 01:55:59] - 14 	 959.8 	 176.5 	 0.1000 	 0.9549 	 0.7243 	 1.4891 	 0.4352 	 0.9535 	 0.7052 	 1.4680 	 0.4490
[2019/12/20 02:14:56] - 15 	 959.9 	 176.8 	 0.1000 	 0.9343 	 0.7353 	 1.4742 	 0.4399 	 0.9542 	 0.6962 	 1.4887 	 0.4401
[2019/12/20 02:33:54] - 16 	 959.8 	 176.6 	 0.1000 	 0.9223 	 0.7404 	 1.4654 	 0.4457 	 0.8981 	 0.7067 	 1.4413 	 0.4551
[2019/12/20 02:52:51] - 17 	 959.8 	 176.6 	 0.1000 	 0.9085 	 0.7460 	 1.4578 	 0.4492 	 0.9469 	 0.7000 	 1.4500 	 0.4618
[2019/12/20 03:11:48] - 18 	 959.6 	 176.6 	 0.1000 	 0.8943 	 0.7500 	 1.4421 	 0.4522 	 0.9408 	 0.7202 	 1.4426 	 0.4619
[2019/12/20 03:30:46] - 19 	 960.3 	 176.7 	 0.1000 	 0.8900 	 0.7498 	 1.4418 	 0.4544 	 0.8959 	 0.7279 	 1.4375 	 0.4622
[2019/12/20 03:49:43] - 20 	 960.0 	 176.4 	 0.1000 	 0.8704 	 0.7570 	 1.4244 	 0.4568 	 0.8732 	 0.7425 	 1.4069 	 0.4670
[2019/12/20 04:08:41] - 21 	 960.2 	 176.7 	 0.1000 	 0.8591 	 0.7628 	 1.4161 	 0.4652 	 0.8827 	 0.7351 	 1.4432 	 0.4634
[2019/12/20 04:27:38] - 22 	 959.7 	 176.5 	 0.1000 	 0.8603 	 0.7639 	 1.4176 	 0.4605 	 0.8824 	 0.7286 	 1.3831 	 0.4836
[2019/12/20 04:46:36] - 23 	 960.0 	 176.5 	 0.1000 	 0.8459 	 0.7698 	 1.4079 	 0.4670 	 0.8988 	 0.7430 	 1.4259 	 0.4698
[2019/12/20 05:05:33] - 24 	 960.1 	 176.7 	 0.1000 	 0.8384 	 0.7728 	 1.3983 	 0.4682 	 0.8391 	 0.7393 	 1.4033 	 0.4695
[2019/12/20 05:24:31] - 25 	 959.9 	 176.4 	 0.1000 	 0.8333 	 0.7742 	 1.3968 	 0.4702 	 0.8671 	 0.7318 	 1.4062 	 0.4782
[2019/12/20 05:43:28] - 26 	 960.1 	 176.7 	 0.1000 	 0.8195 	 0.7800 	 1.3831 	 0.4735 	 0.8885 	 0.7402 	 1.4260 	 0.4669
[2019/12/20 06:02:26] - 27 	 960.1 	 176.7 	 0.1000 	 0.8145 	 0.7837 	 1.3824 	 0.4753 	 0.8352 	 0.7495 	 1.3885 	 0.4800
[2019/12/20 06:21:24] - 28 	 960.0 	 176.7 	 0.1000 	 0.8133 	 0.7837 	 1.3817 	 0.4732 	 0.8169 	 0.7584 	 1.3939 	 0.4758
[2019/12/20 06:40:21] - 29 	 959.7 	 176.7 	 0.1000 	 0.8048 	 0.7865 	 1.3738 	 0.4756 	 0.8159 	 0.7691 	 1.4040 	 0.4747
[2019/12/20 06:59:18] - 30 	 959.3 	 176.5 	 0.1000 	 0.7997 	 0.7873 	 1.3697 	 0.4795 	 0.8437 	 0.7355 	 1.3934 	 0.4786
[2019/12/20 07:18:15] - 31 	 959.6 	 176.6 	 0.1000 	 0.7952 	 0.7903 	 1.3656 	 0.4807 	 0.7848 	 0.7617 	 1.3753 	 0.4797
[2019/12/20 07:37:13] - 32 	 960.3 	 176.7 	 0.1000 	 0.7930 	 0.7891 	 1.3657 	 0.4800 	 0.8342 	 0.7427 	 1.3762 	 0.4845
[2019/12/20 07:56:11] - 33 	 960.3 	 176.6 	 0.1000 	 0.7825 	 0.7942 	 1.3589 	 0.4815 	 0.8502 	 0.7480 	 1.4114 	 0.4642
[2019/12/20 08:15:09] - 34 	 960.2 	 176.6 	 0.1000 	 0.7803 	 0.7976 	 1.3590 	 0.4821 	 0.7906 	 0.7636 	 1.3977 	 0.4731
[2019/12/20 08:34:07] - 35 	 960.4 	 176.7 	 0.1000 	 0.7751 	 0.7984 	 1.3518 	 0.4813 	 0.8141 	 0.7493 	 1.3749 	 0.4826
