[2019/12/19 20:59:18] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10/wideresnet_10', half=False, lr_max=0.1, lr_schedule='piecewise', norm='l_inf', pgd_alpha=2, restarts=1, seed=0, width_factor=10)
[2019/12/19 20:59:26] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2019/12/20 15:40:01] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10/wideresnet_10', half=False, lr_max=0.1, lr_schedule='piecewise', norm='l_inf', pgd_alpha=2, restarts=1, seed=0, width_factor=10)
[2019/12/20 15:40:07] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2019/12/20 16:07:18] - 0 	 1177.2 	 453.9 	 0.1000 	 1.9303 	 0.2951 	 2.1407 	 0.2057 	 1.7706 	 0.3679 	 1.9675 	 0.2813
[2019/12/20 16:56:06] - 1 	 2467.8 	 457.9 	 0.1000 	 1.6814 	 0.3993 	 1.9654 	 0.2663 	 1.5640 	 0.4366 	 1.8693 	 0.3041
[2019/12/20 17:44:54] - 2 	 2468.2 	 458.3 	 0.1000 	 1.5418 	 0.4600 	 1.8816 	 0.2929 	 1.4062 	 0.5129 	 1.7548 	 0.3390
[2019/12/20 18:33:43] - 3 	 2468.6 	 458.4 	 0.1000 	 1.4210 	 0.5145 	 1.8084 	 0.3192 	 1.3041 	 0.5657 	 1.6903 	 0.3525
[2019/12/20 19:22:31] - 4 	 2469.0 	 458.2 	 0.1000 	 1.3223 	 0.5610 	 1.7450 	 0.3389 	 1.2496 	 0.5771 	 1.6467 	 0.3787
[2019/12/20 20:11:20] - 5 	 2468.5 	 458.1 	 0.1000 	 1.2549 	 0.5922 	 1.6985 	 0.3562 	 1.2173 	 0.6093 	 1.6178 	 0.3885
[2019/12/20 21:00:08] - 6 	 2468.4 	 457.9 	 0.1000 	 1.1898 	 0.6256 	 1.6533 	 0.3752 	 1.1749 	 0.6180 	 1.6046 	 0.3980
[2019/12/20 21:48:55] - 7 	 2467.5 	 457.9 	 0.1000 	 1.1410 	 0.6481 	 1.6208 	 0.3875 	 1.0928 	 0.6429 	 1.5757 	 0.3990
[2019/12/20 22:37:40] - 8 	 2466.5 	 457.3 	 0.1000 	 1.0947 	 0.6665 	 1.5867 	 0.4022 	 1.0441 	 0.6858 	 1.5168 	 0.4300
[2019/12/20 23:26:26] - 9 	 2466.3 	 457.2 	 0.1000 	 1.0492 	 0.6849 	 1.5560 	 0.4147 	 1.0554 	 0.6720 	 1.5182 	 0.4411
[2019/12/21 00:15:09] - 10 	 2464.8 	 457.0 	 0.1000 	 1.0254 	 0.6937 	 1.5397 	 0.4187 	 1.0260 	 0.6782 	 1.5160 	 0.4364
[2019/12/21 01:03:49] - 11 	 2462.1 	 456.5 	 0.1000 	 0.9942 	 0.7089 	 1.5165 	 0.4262 	 0.9868 	 0.7072 	 1.4529 	 0.4670
[2019/12/21 01:52:31] - 12 	 2463.2 	 456.3 	 0.1000 	 0.9693 	 0.7222 	 1.4988 	 0.4335 	 0.9496 	 0.6861 	 1.4695 	 0.4457
[2019/12/21 02:41:09] - 13 	 2460.8 	 456.0 	 0.1000 	 0.9472 	 0.7309 	 1.4823 	 0.4384 	 0.9251 	 0.7131 	 1.4482 	 0.4589
[2019/12/21 03:29:47] - 14 	 2460.0 	 455.8 	 0.1000 	 0.9259 	 0.7362 	 1.4672 	 0.4442 	 0.9491 	 0.7204 	 1.4708 	 0.4575
[2019/12/21 04:18:24] - 15 	 2460.0 	 455.5 	 0.1000 	 0.9120 	 0.7416 	 1.4557 	 0.4483 	 0.9249 	 0.7156 	 1.4478 	 0.4607
[2019/12/21 05:07:01] - 16 	 2459.6 	 455.7 	 0.1000 	 0.8884 	 0.7532 	 1.4376 	 0.4543 	 0.9089 	 0.7199 	 1.4598 	 0.4506
[2019/12/21 05:55:38] - 17 	 2459.3 	 455.5 	 0.1000 	 0.8823 	 0.7543 	 1.4341 	 0.4561 	 0.9295 	 0.6971 	 1.4507 	 0.4614
[2019/12/21 06:44:13] - 18 	 2458.8 	 455.3 	 0.1000 	 0.8643 	 0.7621 	 1.4196 	 0.4613 	 0.8726 	 0.7566 	 1.4011 	 0.4699
[2019/12/21 07:32:49] - 19 	 2458.1 	 455.5 	 0.1000 	 0.8531 	 0.7676 	 1.4104 	 0.4659 	 0.8511 	 0.7542 	 1.4122 	 0.4709
[2019/12/21 08:21:24] - 20 	 2457.9 	 455.2 	 0.1000 	 0.8366 	 0.7720 	 1.3988 	 0.4710 	 0.8221 	 0.7586 	 1.3969 	 0.4684
[2019/12/21 09:09:59] - 21 	 2458.1 	 455.2 	 0.1000 	 0.8265 	 0.7796 	 1.3921 	 0.4711 	 0.8576 	 0.7312 	 1.3989 	 0.4746
[2019/12/21 09:58:33] - 22 	 2457.4 	 455.0 	 0.1000 	 0.8139 	 0.7828 	 1.3816 	 0.4755 	 0.9278 	 0.7130 	 1.4390 	 0.4679
[2019/12/21 10:47:09] - 23 	 2458.8 	 455.3 	 0.1000 	 0.8087 	 0.7841 	 1.3769 	 0.4755 	 0.8155 	 0.7495 	 1.4685 	 0.4511
[2019/12/21 11:35:44] - 24 	 2458.7 	 455.4 	 0.1000 	 0.8027 	 0.7876 	 1.3728 	 0.4767 	 0.8176 	 0.7541 	 1.3925 	 0.4788
[2019/12/21 12:24:18] - 25 	 2457.2 	 454.7 	 0.1000 	 0.7897 	 0.7915 	 1.3635 	 0.4805 	 0.8628 	 0.7429 	 1.4283 	 0.4602
[2019/12/21 13:12:52] - 26 	 2456.8 	 454.9 	 0.1000 	 0.7860 	 0.7943 	 1.3589 	 0.4806 	 0.8120 	 0.7561 	 1.3794 	 0.4814
[2019/12/21 14:01:26] - 27 	 2457.7 	 454.8 	 0.1000 	 0.7769 	 0.7966 	 1.3506 	 0.4856 	 0.8596 	 0.7317 	 1.4390 	 0.4552
[2019/12/21 14:50:02] - 28 	 2458.7 	 455.2 	 0.1000 	 0.7742 	 0.7971 	 1.3485 	 0.4855 	 0.8127 	 0.7693 	 1.3947 	 0.4723
[2019/12/21 15:38:35] - 29 	 2456.8 	 455.0 	 0.1000 	 0.7626 	 0.8021 	 1.3403 	 0.4884 	 0.7928 	 0.7691 	 1.3593 	 0.4908
[2019/12/21 16:27:09] - 30 	 2456.9 	 454.9 	 0.1000 	 0.7547 	 0.8036 	 1.3320 	 0.4902 	 0.8020 	 0.7719 	 1.3583 	 0.4931
[2019/12/21 17:15:42] - 31 	 2456.8 	 454.9 	 0.1000 	 0.7511 	 0.8073 	 1.3301 	 0.4921 	 0.7751 	 0.7818 	 1.3700 	 0.4810
