[2019/12/19 21:03:53] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10/wideresnet_5', half=False, lr_max=0.1, lr_schedule='piecewise', norm='l_inf', pgd_alpha=2, restarts=1, seed=0, width_factor=5)
[2019/12/19 21:03:58] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2019/12/19 21:13:17] - 0 	 471.9 	 86.7 	 0.1000 	 1.9373 	 0.2906 	 2.1350 	 0.2039 	 1.7142 	 0.3949 	 1.9457 	 0.2798
[2019/12/19 21:22:36] - 1 	 472.2 	 86.7 	 0.1000 	 1.6837 	 0.3955 	 1.9662 	 0.2630 	 1.5964 	 0.4122 	 1.8862 	 0.2922
[2019/12/19 21:31:54] - 2 	 470.8 	 86.6 	 0.1000 	 1.5505 	 0.4573 	 1.8850 	 0.2879 	 1.4462 	 0.4835 	 1.8171 	 0.2963
[2019/12/19 21:41:11] - 3 	 469.7 	 87.1 	 0.1000 	 1.4400 	 0.5114 	 1.8150 	 0.3143 	 1.3437 	 0.5376 	 1.7299 	 0.3450
[2019/12/19 21:50:28] - 4 	 470.0 	 86.8 	 0.1000 	 1.3507 	 0.5515 	 1.7572 	 0.3374 	 1.2936 	 0.5627 	 1.6760 	 0.3676
[2019/12/19 21:59:46] - 5 	 470.7 	 86.7 	 0.1000 	 1.2772 	 0.5837 	 1.7114 	 0.3542 	 1.2528 	 0.5948 	 1.6509 	 0.3786
[2019/12/19 22:09:03] - 6 	 469.9 	 86.7 	 0.1000 	 1.2170 	 0.6135 	 1.6706 	 0.3685 	 1.1856 	 0.5838 	 1.6425 	 0.3839
[2019/12/19 22:18:21] - 7 	 470.7 	 86.8 	 0.1000 	 1.1702 	 0.6319 	 1.6376 	 0.3820 	 1.1315 	 0.6380 	 1.5796 	 0.4111
[2019/12/19 22:27:39] - 8 	 470.7 	 86.7 	 0.1000 	 1.1284 	 0.6523 	 1.6121 	 0.3935 	 1.0485 	 0.6740 	 1.5504 	 0.4079
[2019/12/19 22:36:56] - 9 	 469.8 	 86.5 	 0.1000 	 1.0902 	 0.6708 	 1.5874 	 0.3996 	 1.0560 	 0.6608 	 1.5418 	 0.4200
[2019/12/19 22:46:14] - 10 	 470.6 	 86.6 	 0.1000 	 1.0681 	 0.6793 	 1.5727 	 0.4047 	 1.0268 	 0.6781 	 1.5225 	 0.4281
[2019/12/19 22:55:31] - 11 	 470.3 	 86.5 	 0.1000 	 1.0438 	 0.6870 	 1.5512 	 0.4136 	 0.9765 	 0.6988 	 1.4965 	 0.4327
[2019/12/19 23:04:49] - 12 	 470.6 	 86.6 	 0.1000 	 1.0220 	 0.6964 	 1.5392 	 0.4204 	 0.9814 	 0.6997 	 1.5128 	 0.4274
[2019/12/19 23:14:18] - 13 	 470.1 	 98.5 	 0.1000 	 1.0020 	 0.7062 	 1.5244 	 0.4238 	 0.9714 	 0.6827 	 1.4887 	 0.4390
[2019/12/19 23:23:46] - 14 	 481.1 	 86.6 	 0.1000 	 0.9830 	 0.7130 	 1.5109 	 0.4298 	 0.9916 	 0.6755 	 1.5062 	 0.4267
[2019/12/19 23:33:04] - 15 	 470.8 	 86.7 	 0.1000 	 0.9701 	 0.7192 	 1.5019 	 0.4320 	 0.9689 	 0.7008 	 1.4715 	 0.4453
[2019/12/19 23:42:21] - 16 	 470.0 	 86.6 	 0.1000 	 0.9596 	 0.7216 	 1.4940 	 0.4345 	 0.9486 	 0.7077 	 1.4715 	 0.4494
[2019/12/19 23:51:38] - 17 	 470.0 	 86.4 	 0.1000 	 0.9480 	 0.7281 	 1.4866 	 0.4383 	 0.9483 	 0.7167 	 1.4352 	 0.4701
[2019/12/20 00:00:55] - 18 	 470.0 	 86.5 	 0.1000 	 0.9273 	 0.7340 	 1.4681 	 0.4441 	 0.9205 	 0.7005 	 1.4458 	 0.4577
[2019/12/20 00:10:11] - 19 	 469.7 	 86.5 	 0.1000 	 0.9205 	 0.7405 	 1.4651 	 0.4448 	 0.9291 	 0.7116 	 1.4592 	 0.4538
[2019/12/20 00:19:29] - 20 	 470.2 	 86.6 	 0.1000 	 0.9099 	 0.7426 	 1.4569 	 0.4466 	 0.9302 	 0.7178 	 1.4537 	 0.4582
