[2019/12/19 20:57:09] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10/wideresnet_20', half=False, lr_max=0.1, lr_schedule='piecewise', norm='l_inf', pgd_alpha=2, restarts=1, seed=0, width_factor=20)
[2019/12/19 20:57:15] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2019/12/19 22:00:53] - 0 	 3205.4 	 612.7 	 0.1000 	 1.9312 	 0.2988 	 2.1561 	 0.2043 	 1.7239 	 0.3769 	 1.9569 	 0.2769
[2019/12/19 23:04:24] - 1 	 3192.7 	 610.9 	 0.1000 	 1.7025 	 0.3980 	 1.9896 	 0.2546 	 1.5976 	 0.4336 	 1.9059 	 0.2883
[2019/12/20 00:07:52] - 2 	 3190.5 	 610.8 	 0.1000 	 1.5473 	 0.4685 	 1.8988 	 0.2886 	 1.4574 	 0.5132 	 1.8906 	 0.3232
[2019/12/20 01:11:20] - 3 	 3190.4 	 610.7 	 0.1000 	 1.4517 	 0.5118 	 1.8499 	 0.3104 	 1.4069 	 0.5375 	 1.7379 	 0.3557
[2019/12/20 02:14:48] - 4 	 3189.4 	 611.3 	 0.1000 	 1.3336 	 0.5619 	 1.7703 	 0.3374 	 1.3103 	 0.5543 	 1.7515 	 0.3475
[2019/12/20 03:18:16] - 5 	 3190.5 	 610.9 	 0.1000 	 1.2576 	 0.5982 	 1.7171 	 0.3572 	 1.1930 	 0.6240 	 1.6298 	 0.3903
[2019/12/20 04:21:46] - 6 	 3191.3 	 610.9 	 0.1000 	 1.2022 	 0.6225 	 1.6785 	 0.3732 	 1.1067 	 0.6273 	 1.6069 	 0.3895
[2019/12/20 05:25:14] - 7 	 3190.9 	 610.8 	 0.1000 	 1.1458 	 0.6494 	 1.6372 	 0.3871 	 1.0956 	 0.6672 	 1.5344 	 0.4263
[2019/12/20 06:28:42] - 8 	 3190.0 	 610.7 	 0.1000 	 1.1030 	 0.6696 	 1.6068 	 0.3990 	 1.0956 	 0.6389 	 1.5317 	 0.4269
[2019/12/20 07:32:11] - 9 	 3190.8 	 610.8 	 0.1000 	 1.0643 	 0.6847 	 1.5785 	 0.4073 	 1.0429 	 0.7096 	 1.5036 	 0.4418
[2019/12/20 08:35:38] - 10 	 3190.1 	 610.6 	 0.1000 	 1.0308 	 0.7006 	 1.5525 	 0.4188 	 0.9863 	 0.6579 	 1.5006 	 0.4376
[2019/12/20 09:39:06] - 11 	 3190.1 	 610.6 	 0.1000 	 0.9958 	 0.7156 	 1.5306 	 0.4291 	 0.9795 	 0.6896 	 1.5029 	 0.4354
[2019/12/20 10:42:34] - 12 	 3190.9 	 610.2 	 0.1000 	 0.9706 	 0.7244 	 1.5119 	 0.4355 	 0.9055 	 0.7198 	 1.4505 	 0.4524
[2019/12/20 11:46:03] - 13 	 3190.8 	 611.0 	 0.1000 	 0.9446 	 0.7389 	 1.4926 	 0.4406 	 0.9686 	 0.7167 	 1.4429 	 0.4688
[2019/12/20 12:49:31] - 14 	 3190.7 	 610.0 	 0.1000 	 0.9229 	 0.7463 	 1.4775 	 0.4450 	 0.8790 	 0.7495 	 1.4386 	 0.4573
[2019/12/20 17:51:17] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10/wideresnet_20', half=False, lr_max=0.1, lr_schedule='piecewise', norm='l_inf', pgd_alpha=2, restarts=1, resume=15, seed=0, width_factor=20)
[2019/12/20 17:51:32] - Resuming at epoch {start_epoch}
[2019/12/20 17:51:32] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2019/12/20 17:51:48] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10/wideresnet_20', half=False, lr_max=0.1, lr_schedule='piecewise', norm='l_inf', pgd_alpha=2, restarts=1, resume=15, seed=0, width_factor=20)
[2019/12/20 17:51:54] - Resuming at epoch 15
[2019/12/20 17:51:54] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2019/12/20 17:55:13] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10/wideresnet_20', half=False, lr_max=0.1, lr_schedule='piecewise', norm='l_inf', pgd_alpha=2, restarts=1, resume=15, seed=0, width_factor=20)
[2019/12/20 17:55:20] - Resuming at epoch 15
[2019/12/20 17:55:20] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2019/12/20 19:10:35] - 15 	 3781.9 	 732.5 	 0.1000 	 0.9007 	 0.7558 	 1.4611 	 0.4523 	 0.9314 	 0.6984 	 1.4595 	 0.4604
[2019/12/20 20:25:41] - 16 	 3767.4 	 731.6 	 0.1000 	 0.8864 	 0.7612 	 1.4491 	 0.4565 	 0.8571 	 0.7296 	 1.4277 	 0.4676
[2019/12/20 21:41:15] - 17 	 3790.8 	 736.4 	 0.1000 	 0.8686 	 0.7650 	 1.4350 	 0.4629 	 0.8392 	 0.7533 	 1.3837 	 0.4828
[2019/12/20 22:56:33] - 18 	 3777.3 	 733.2 	 0.1000 	 0.8520 	 0.7746 	 1.4251 	 0.4660 	 0.8704 	 0.7388 	 1.4293 	 0.4648
[2019/12/21 00:11:43] - 19 	 3770.7 	 732.2 	 0.1000 	 0.8369 	 0.7826 	 1.4119 	 0.4694 	 0.8673 	 0.7219 	 1.5061 	 0.4397
[2019/12/21 01:26:49] - 20 	 3766.3 	 732.2 	 0.1000 	 0.8224 	 0.7867 	 1.4007 	 0.4731 	 0.8271 	 0.7509 	 1.4535 	 0.4558
[2019/12/21 02:41:57] - 21 	 3767.9 	 732.9 	 0.1000 	 0.8115 	 0.7906 	 1.3936 	 0.4775 	 0.7692 	 0.7715 	 1.3981 	 0.4685
[2019/12/21 03:57:09] - 22 	 3772.1 	 732.8 	 0.1000 	 0.7976 	 0.7958 	 1.3810 	 0.4817 	 0.8302 	 0.7627 	 1.3584 	 0.4914
[2019/12/21 05:12:21] - 23 	 3774.7 	 730.6 	 0.1000 	 0.7826 	 0.8026 	 1.3682 	 0.4844 	 0.8356 	 0.7494 	 1.3601 	 0.4923
[2019/12/21 06:27:33] - 24 	 3766.2 	 738.4 	 0.1000 	 0.7799 	 0.8026 	 1.3673 	 0.4852 	 0.8313 	 0.7698 	 1.3641 	 0.4994
[2019/12/21 07:42:32] - 25 	 3758.9 	 733.3 	 0.1000 	 0.7713 	 0.8054 	 1.3582 	 0.4894 	 0.7863 	 0.7463 	 1.3583 	 0.4943
[2019/12/21 08:57:33] - 26 	 3758.6 	 734.7 	 0.1000 	 0.7556 	 0.8145 	 1.3483 	 0.4950 	 0.8111 	 0.7488 	 1.4080 	 0.4692
[2019/12/21 10:12:30] - 27 	 3756.6 	 733.6 	 0.1000 	 0.7484 	 0.8133 	 1.3419 	 0.4955 	 0.7363 	 0.7830 	 1.3770 	 0.4764
[2019/12/21 11:27:26] - 28 	 3756.6 	 731.9 	 0.1000 	 0.7406 	 0.8190 	 1.3363 	 0.4980 	 0.8070 	 0.7758 	 1.3443 	 0.5019
[2019/12/21 12:42:24] - 29 	 3758.3 	 732.3 	 0.1000 	 0.7295 	 0.8229 	 1.3280 	 0.5003 	 0.7493 	 0.7798 	 1.3837 	 0.4849
[2019/12/21 13:57:24] - 30 	 3759.6 	 733.5 	 0.1000 	 0.7288 	 0.8219 	 1.3239 	 0.4994 	 0.7933 	 0.7725 	 1.3502 	 0.5036
[2019/12/21 15:12:35] - 31 	 3771.1 	 733.2 	 0.1000 	 0.7230 	 0.8239 	 1.3211 	 0.5025 	 0.7609 	 0.7773 	 1.3837 	 0.4880
[2019/12/21 16:27:48] - 32 	 3772.1 	 733.0 	 0.1000 	 0.7175 	 0.8278 	 1.3175 	 0.5042 	 0.7839 	 0.7829 	 1.3534 	 0.4962
[2019/12/21 17:43:01] - 33 	 3772.3 	 733.2 	 0.1000 	 0.7088 	 0.8303 	 1.3101 	 0.5071 	 0.7204 	 0.7943 	 1.3651 	 0.4839
[2019/12/21 18:57:52] - 34 	 3755.4 	 728.7 	 0.1000 	 0.7112 	 0.8312 	 1.3132 	 0.5066 	 0.7807 	 0.7678 	 1.3993 	 0.4710
[2019/12/21 20:12:35] - 35 	 3747.1 	 728.5 	 0.1000 	 0.7000 	 0.8338 	 1.3023 	 0.5089 	 0.7318 	 0.7922 	 1.3191 	 0.5067
[2019/12/21 21:27:17] - 36 	 3748.0 	 727.4 	 0.1000 	 0.6951 	 0.8359 	 1.2959 	 0.5120 	 0.7934 	 0.7601 	 1.4506 	 0.4557
[2019/12/21 22:41:56] - 37 	 3742.8 	 728.4 	 0.1000 	 0.6887 	 0.8395 	 1.2947 	 0.5114 	 0.7825 	 0.7667 	 1.3730 	 0.4948
[2019/12/21 23:56:55] - 38 	 3761.2 	 730.8 	 0.1000 	 0.6892 	 0.8383 	 1.2929 	 0.5136 	 0.7850 	 0.7586 	 1.3739 	 0.4917
[2019/12/22 01:11:57] - 39 	 3764.9 	 729.8 	 0.1000 	 0.6834 	 0.8402 	 1.2909 	 0.5141 	 0.7162 	 0.7799 	 1.3763 	 0.4848
[2019/12/22 02:26:59] - 40 	 3763.2 	 732.3 	 0.1000 	 0.6719 	 0.8457 	 1.2818 	 0.5135 	 0.7444 	 0.7980 	 1.3573 	 0.5008
[2019/12/22 03:41:58] - 41 	 3761.1 	 730.6 	 0.1000 	 0.6692 	 0.8453 	 1.2788 	 0.5156 	 0.7571 	 0.7718 	 1.3919 	 0.4837
[2019/12/22 04:56:42] - 42 	 3746.6 	 729.9 	 0.1000 	 0.6693 	 0.8443 	 1.2779 	 0.5145 	 0.7369 	 0.7910 	 1.3358 	 0.5087
[2019/12/22 06:11:28] - 43 	 3747.8 	 730.4 	 0.1000 	 0.6663 	 0.8451 	 1.2748 	 0.5173 	 0.7331 	 0.7636 	 1.4076 	 0.4795
[2019/12/22 07:26:11] - 44 	 3747.2 	 728.8 	 0.1000 	 0.6560 	 0.8508 	 1.2677 	 0.5174 	 0.6879 	 0.7894 	 1.3555 	 0.4917
[2019/12/22 08:40:55] - 45 	 3746.5 	 730.6 	 0.1000 	 0.6564 	 0.8491 	 1.2660 	 0.5213 	 0.7032 	 0.8003 	 1.3577 	 0.4919
[2019/12/22 09:55:40] - 46 	 3748.0 	 729.6 	 0.1000 	 0.6460 	 0.8546 	 1.2579 	 0.5213 	 0.7027 	 0.7851 	 1.3239 	 0.5150
[2019/12/22 11:10:28] - 47 	 3750.8 	 730.0 	 0.1000 	 0.6486 	 0.8528 	 1.2598 	 0.5229 	 0.7226 	 0.7860 	 1.3437 	 0.5030
[2019/12/22 12:25:13] - 48 	 3749.0 	 729.3 	 0.1000 	 0.6471 	 0.8539 	 1.2588 	 0.5223 	 0.7323 	 0.7849 	 1.3675 	 0.4925
[2019/12/22 13:39:56] - 49 	 3746.2 	 729.9 	 0.1000 	 0.6424 	 0.8560 	 1.2529 	 0.5263 	 0.7269 	 0.7757 	 1.3431 	 0.5006
[2019/12/22 14:54:42] - 50 	 3749.0 	 729.6 	 0.1000 	 0.6392 	 0.8547 	 1.2527 	 0.5272 	 0.7178 	 0.8003 	 1.3219 	 0.4992
[2019/12/22 16:09:18] - 51 	 3740.0 	 728.4 	 0.1000 	 0.6375 	 0.8569 	 1.2482 	 0.5255 	 0.7922 	 0.7691 	 1.3715 	 0.4876
[2019/12/22 17:23:53] - 52 	 3740.4 	 728.4 	 0.1000 	 0.6354 	 0.8571 	 1.2471 	 0.5277 	 0.7526 	 0.7975 	 1.3197 	 0.5105
[2019/12/22 18:38:31] - 53 	 3741.4 	 728.8 	 0.1000 	 0.6325 	 0.8586 	 1.2451 	 0.5275 	 0.6671 	 0.8121 	 1.3339 	 0.4954
[2019/12/22 19:53:10] - 54 	 3743.1 	 729.4 	 0.1000 	 0.6306 	 0.8581 	 1.2445 	 0.5287 	 0.6693 	 0.8023 	 1.3686 	 0.4929
[2019/12/22 21:07:50] - 55 	 3742.8 	 730.0 	 0.1000 	 0.6309 	 0.8611 	 1.2441 	 0.5258 	 0.6882 	 0.8053 	 1.3182 	 0.5104
[2019/12/22 22:22:31] - 56 	 3743.7 	 730.0 	 0.1000 	 0.6227 	 0.8610 	 1.2359 	 0.5309 	 0.6612 	 0.8094 	 1.3247 	 0.5075
[2019/12/22 23:37:10] - 57 	 3742.2 	 729.5 	 0.1000 	 0.6204 	 0.8623 	 1.2333 	 0.5308 	 0.6422 	 0.8085 	 1.3385 	 0.4955
[2019/12/23 00:51:37] - 58 	 3731.9 	 727.6 	 0.1000 	 0.6196 	 0.8637 	 1.2344 	 0.5290 	 0.6735 	 0.8013 	 1.3673 	 0.4950
[2019/12/23 02:06:10] - 59 	 3737.3 	 729.0 	 0.1000 	 0.6231 	 0.8632 	 1.2382 	 0.5290 	 0.6943 	 0.7863 	 1.4508 	 0.4630
[2019/12/23 03:20:44] - 60 	 3735.3 	 730.4 	 0.1000 	 0.6180 	 0.8653 	 1.2335 	 0.5318 	 0.6362 	 0.8159 	 1.3405 	 0.4972
[2019/12/23 04:35:15] - 61 	 3736.3 	 727.3 	 0.1000 	 0.6151 	 0.8651 	 1.2311 	 0.5302 	 0.7222 	 0.8040 	 1.3060 	 0.5180
[2019/12/23 05:49:44] - 62 	 3734.8 	 727.6 	 0.1000 	 0.6162 	 0.8637 	 1.2283 	 0.5332 	 0.7241 	 0.7907 	 1.3952 	 0.4866
[2019/12/23 07:04:12] - 63 	 3732.0 	 729.1 	 0.1000 	 0.6085 	 0.8694 	 1.2258 	 0.5325 	 0.6976 	 0.8076 	 1.3318 	 0.5095
[2019/12/23 08:18:15] - 64 	 3711.2 	 723.8 	 0.1000 	 0.6088 	 0.8666 	 1.2258 	 0.5351 	 0.7074 	 0.7891 	 1.3407 	 0.5072
[2019/12/23 09:32:11] - 65 	 3703.7 	 725.5 	 0.1000 	 0.6081 	 0.8693 	 1.2234 	 0.5321 	 0.6711 	 0.8043 	 1.4008 	 0.4782
[2019/12/23 10:46:07] - 66 	 3704.8 	 724.0 	 0.1000 	 0.6048 	 0.8694 	 1.2238 	 0.5348 	 0.6515 	 0.7999 	 1.3381 	 0.4986
[2019/12/23 12:00:07] - 67 	 3709.3 	 723.6 	 0.1000 	 0.6064 	 0.8671 	 1.2244 	 0.5353 	 0.6994 	 0.7968 	 1.3586 	 0.4934
[2019/12/23 13:14:10] - 68 	 3708.9 	 726.4 	 0.1000 	 0.6041 	 0.8690 	 1.2221 	 0.5354 	 0.7234 	 0.7957 	 1.3205 	 0.5080
[2019/12/23 14:28:04] - 69 	 3708.5 	 719.2 	 0.1000 	 0.6006 	 0.8729 	 1.2185 	 0.5345 	 0.6700 	 0.8032 	 1.3538 	 0.4935
[2019/12/23 15:42:47] - 70 	 3743.7 	 731.7 	 0.1000 	 0.5980 	 0.8709 	 1.2148 	 0.5365 	 0.6876 	 0.7949 	 1.3101 	 0.5025
[2019/12/23 16:57:38] - 71 	 3751.0 	 733.0 	 0.1000 	 0.5995 	 0.8710 	 1.2175 	 0.5364 	 0.6598 	 0.7933 	 1.3825 	 0.4862
[2019/12/23 18:12:43] - 72 	 3762.6 	 735.1 	 0.1000 	 0.6042 	 0.8671 	 1.2219 	 0.5333 	 0.6892 	 0.8092 	 1.3419 	 0.5004
[2019/12/23 19:27:56] - 73 	 3770.0 	 735.6 	 0.1000 	 0.6018 	 0.8687 	 1.2170 	 0.5356 	 0.6597 	 0.8025 	 1.3561 	 0.4991
[2019/12/23 20:42:20] - 74 	 3736.1 	 721.0 	 0.1000 	 0.5976 	 0.8720 	 1.2166 	 0.5346 	 0.7451 	 0.7793 	 1.4140 	 0.4821
[2019/12/23 21:56:00] - 75 	 3691.1 	 721.1 	 0.1000 	 0.5939 	 0.8714 	 1.2091 	 0.5382 	 0.7377 	 0.8033 	 1.2975 	 0.5235
[2019/12/23 23:09:37] - 76 	 3689.6 	 720.7 	 0.1000 	 0.5920 	 0.8740 	 1.2094 	 0.5370 	 0.6645 	 0.8176 	 1.3260 	 0.5029
[2019/12/24 00:23:28] - 77 	 3697.7 	 725.6 	 0.1000 	 0.5960 	 0.8710 	 1.2145 	 0.5377 	 0.7368 	 0.7820 	 1.3467 	 0.4915
[2019/12/24 01:37:39] - 78 	 3718.2 	 726.1 	 0.1000 	 0.5943 	 0.8711 	 1.2107 	 0.5377 	 0.6900 	 0.7865 	 1.3523 	 0.4978
[2019/12/24 02:51:57] - 79 	 3724.5 	 726.1 	 0.1000 	 0.5902 	 0.8749 	 1.2116 	 0.5365 	 0.6831 	 0.7921 	 1.3993 	 0.4835
[2019/12/24 04:06:23] - 80 	 3730.0 	 728.5 	 0.1000 	 0.5933 	 0.8725 	 1.2099 	 0.5383 	 0.7081 	 0.8060 	 1.3594 	 0.4966
[2019/12/24 05:20:48] - 81 	 3730.0 	 728.0 	 0.1000 	 0.5835 	 0.8785 	 1.2039 	 0.5409 	 0.7202 	 0.7796 	 1.3260 	 0.5023
[2019/12/24 06:35:18] - 82 	 3734.1 	 728.8 	 0.1000 	 0.5878 	 0.8753 	 1.2068 	 0.5402 	 0.6884 	 0.8146 	 1.3176 	 0.5178
[2019/12/24 07:49:47] - 83 	 3732.8 	 729.2 	 0.1000 	 0.5820 	 0.8782 	 1.1998 	 0.5404 	 0.7023 	 0.8196 	 1.3260 	 0.5031
[2019/12/24 09:04:17] - 84 	 3733.9 	 729.2 	 0.1000 	 0.5834 	 0.8772 	 1.2015 	 0.5421 	 0.6756 	 0.7956 	 1.3368 	 0.4974
[2019/12/24 10:19:03] - 85 	 3748.9 	 729.6 	 0.1000 	 0.5775 	 0.8774 	 1.1973 	 0.5400 	 0.6898 	 0.7915 	 1.3787 	 0.4936
[2019/12/24 11:33:42] - 86 	 3740.3 	 730.5 	 0.1000 	 0.5875 	 0.8749 	 1.2069 	 0.5396 	 0.6494 	 0.8032 	 1.3463 	 0.4928
[2019/12/24 12:48:17] - 87 	 3740.6 	 727.4 	 0.1000 	 0.5793 	 0.8786 	 1.2002 	 0.5422 	 0.6597 	 0.7950 	 1.3582 	 0.4966
[2019/12/24 14:02:55] - 88 	 3740.3 	 730.2 	 0.1000 	 0.5803 	 0.8762 	 1.2015 	 0.5419 	 0.6899 	 0.8032 	 1.3768 	 0.4845
[2019/12/24 15:17:21] - 89 	 3737.0 	 722.1 	 0.1000 	 0.5813 	 0.8771 	 1.1987 	 0.5408 	 0.6644 	 0.8014 	 1.3200 	 0.5018
[2019/12/24 16:31:36] - 90 	 3724.1 	 723.1 	 0.1000 	 0.5776 	 0.8793 	 1.1962 	 0.5425 	 0.6752 	 0.8009 	 1.3122 	 0.5049
[2019/12/24 17:45:54] - 91 	 3727.9 	 723.4 	 0.1000 	 0.5749 	 0.8814 	 1.1943 	 0.5413 	 0.7136 	 0.7962 	 1.3304 	 0.5099
[2019/12/24 18:59:59] - 92 	 3720.0 	 717.1 	 0.1000 	 0.5784 	 0.8773 	 1.2005 	 0.5417 	 0.6952 	 0.8078 	 1.3342 	 0.4971
[2019/12/24 20:13:47] - 93 	 3700.4 	 720.9 	 0.1000 	 0.5743 	 0.8808 	 1.1944 	 0.5419 	 0.6614 	 0.8173 	 1.3374 	 0.4977
[2019/12/24 21:27:35] - 94 	 3700.1 	 720.1 	 0.1000 	 0.5718 	 0.8803 	 1.1929 	 0.5456 	 0.6380 	 0.8056 	 1.3515 	 0.5001
[2019/12/24 22:41:48] - 95 	 3721.6 	 723.8 	 0.1000 	 0.5740 	 0.8772 	 1.1952 	 0.5436 	 0.6632 	 0.8153 	 1.3393 	 0.4960
[2019/12/24 23:55:47] - 96 	 3706.6 	 725.2 	 0.1000 	 0.5739 	 0.8813 	 1.1931 	 0.5428 	 0.6790 	 0.8071 	 1.3346 	 0.5078
[2019/12/25 01:09:46] - 97 	 3711.6 	 719.8 	 0.1000 	 0.5707 	 0.8815 	 1.1936 	 0.5415 	 0.6863 	 0.8024 	 1.3072 	 0.5106
[2019/12/25 02:23:41] - 98 	 3710.6 	 717.4 	 0.1000 	 0.5727 	 0.8799 	 1.1927 	 0.5444 	 0.7314 	 0.7791 	 1.3429 	 0.5006
[2019/12/25 03:37:37] - 99 	 3707.2 	 721.4 	 0.0100 	 0.5743 	 0.8778 	 1.1952 	 0.5450 	 0.6653 	 0.8059 	 1.3632 	 0.4968
[2019/12/25 04:51:26] - 100 	 3705.0 	 716.6 	 0.0100 	 0.4319 	 0.9115 	 0.8979 	 0.6537 	 0.4532 	 0.8687 	 1.1709 	 0.5668
[2019/12/25 06:05:26] - 101 	 3713.4 	 719.1 	 0.0100 	 0.3339 	 0.9337 	 0.7781 	 0.6958 	 0.5239 	 0.8534 	 1.1420 	 0.5816
[2019/12/25 07:19:21] - 102 	 3706.3 	 721.4 	 0.0100 	 0.2910 	 0.9443 	 0.7212 	 0.7128 	 0.4311 	 0.8685 	 1.2130 	 0.5607
[2019/12/25 08:33:14] - 103 	 3707.6 	 718.1 	 0.0100 	 0.2573 	 0.9529 	 0.6755 	 0.7312 	 0.4085 	 0.8675 	 1.3944 	 0.5399
[2019/12/25 09:47:08] - 104 	 3707.3 	 719.5 	 0.0100 	 0.2326 	 0.9589 	 0.6396 	 0.7440 	 0.4209 	 0.8773 	 1.2608 	 0.5549
[2019/12/25 11:01:04] - 105 	 3710.4 	 718.6 	 0.0100 	 0.2066 	 0.9654 	 0.6018 	 0.7566 	 0.4673 	 0.8677 	 1.2459 	 0.5637
[2019/12/25 12:14:53] - 106 	 3702.6 	 718.9 	 0.0100 	 0.1886 	 0.9694 	 0.5727 	 0.7688 	 0.4403 	 0.8678 	 1.3045 	 0.5541
[2019/12/25 13:28:45] - 107 	 3705.9 	 718.7 	 0.0100 	 0.1705 	 0.9741 	 0.5457 	 0.7772 	 0.3911 	 0.8760 	 1.4557 	 0.5334
[2019/12/25 14:42:44] - 108 	 3711.1 	 720.2 	 0.0100 	 0.1547 	 0.9773 	 0.5227 	 0.7850 	 0.3987 	 0.8772 	 1.3857 	 0.5415
[2019/12/25 15:56:33] - 109 	 3704.8 	 717.1 	 0.0100 	 0.1422 	 0.9809 	 0.5046 	 0.7922 	 0.3999 	 0.8767 	 1.4288 	 0.5325
[2019/12/25 17:10:17] - 110 	 3698.6 	 718.2 	 0.0100 	 0.1302 	 0.9825 	 0.4860 	 0.7984 	 0.4120 	 0.8704 	 1.4755 	 0.5260
[2019/12/25 18:24:08] - 111 	 3704.7 	 718.8 	 0.0100 	 0.1209 	 0.9840 	 0.4718 	 0.8050 	 0.4086 	 0.8706 	 1.5297 	 0.5263
[2019/12/25 19:37:44] - 112 	 3693.1 	 715.4 	 0.0100 	 0.1117 	 0.9866 	 0.4598 	 0.8087 	 0.4254 	 0.8666 	 1.5761 	 0.5152
[2019/12/25 20:51:21] - 113 	 3693.4 	 716.9 	 0.0100 	 0.1041 	 0.9880 	 0.4452 	 0.8143 	 0.4206 	 0.8651 	 1.5905 	 0.5119
[2019/12/25 22:04:58] - 114 	 3692.2 	 716.9 	 0.0100 	 0.0969 	 0.9891 	 0.4368 	 0.8177 	 0.4251 	 0.8657 	 1.6530 	 0.4988
[2019/12/25 23:18:30] - 115 	 3691.2 	 713.7 	 0.0100 	 0.0895 	 0.9904 	 0.4224 	 0.8244 	 0.4265 	 0.8665 	 1.5057 	 0.5212
[2019/12/26 00:32:04] - 116 	 3691.4 	 715.6 	 0.0100 	 0.0852 	 0.9910 	 0.4154 	 0.8257 	 0.4227 	 0.8659 	 1.5745 	 0.5089
[2019/12/26 01:45:32] - 117 	 3688.3 	 712.6 	 0.0100 	 0.0809 	 0.9923 	 0.4108 	 0.8272 	 0.4059 	 0.8678 	 1.6774 	 0.5058
[2019/12/26 02:58:59] - 118 	 3682.3 	 717.0 	 0.0100 	 0.0755 	 0.9930 	 0.4002 	 0.8316 	 0.4186 	 0.8664 	 1.5951 	 0.5109
[2019/12/26 04:12:26] - 119 	 3684.6 	 715.1 	 0.0100 	 0.0713 	 0.9934 	 0.3929 	 0.8347 	 0.4085 	 0.8698 	 1.6775 	 0.4977
