[2019/12/19 21:11:16] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10/wideresnet_6', half=False, lr_max=0.1, lr_schedule='piecewise', norm='l_inf', pgd_alpha=2, restarts=1, seed=0, width_factor=6)
[2019/12/19 21:11:27] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2019/12/19 21:25:51] - 0 	 728.8 	 135.1 	 0.1000 	 1.9227 	 0.2947 	 2.1290 	 0.2052 	 1.7266 	 0.3668 	 2.0033 	 0.2557
[2019/12/19 21:40:21] - 1 	 735.3 	 134.5 	 0.1000 	 1.6809 	 0.3998 	 1.9640 	 0.2648 	 1.5799 	 0.4349 	 1.8608 	 0.3083
[2019/12/19 21:54:51] - 2 	 734.9 	 134.2 	 0.1000 	 1.5452 	 0.4633 	 1.8817 	 0.2938 	 1.4275 	 0.5134 	 1.7766 	 0.3320
[2019/12/19 22:09:22] - 3 	 735.6 	 134.4 	 0.1000 	 1.4327 	 0.5132 	 1.8129 	 0.3167 	 1.3723 	 0.5275 	 1.7273 	 0.3364
[2019/12/19 22:23:49] - 4 	 733.4 	 133.6 	 0.1000 	 1.3420 	 0.5562 	 1.7529 	 0.3379 	 1.2855 	 0.5808 	 1.6730 	 0.3787
[2019/12/19 22:38:19] - 5 	 734.7 	 134.4 	 0.1000 	 1.2715 	 0.5862 	 1.7075 	 0.3560 	 1.2411 	 0.5897 	 1.6418 	 0.3916
[2019/12/19 22:52:49] - 6 	 734.2 	 134.9 	 0.1000 	 1.2229 	 0.6104 	 1.6748 	 0.3654 	 1.1984 	 0.5903 	 1.6783 	 0.3780
[2019/12/19 23:07:18] - 7 	 733.4 	 134.6 	 0.1000 	 1.1676 	 0.6364 	 1.6393 	 0.3813 	 1.1488 	 0.6399 	 1.5836 	 0.4071
[2019/12/19 23:21:50] - 8 	 737.0 	 134.6 	 0.1000 	 1.1230 	 0.6575 	 1.6076 	 0.3920 	 1.1242 	 0.6327 	 1.5689 	 0.3993
[2019/12/19 23:36:20] - 9 	 734.7 	 134.5 	 0.1000 	 1.0927 	 0.6677 	 1.5883 	 0.3978 	 1.0476 	 0.6585 	 1.5471 	 0.4091
