[2020/01/28 22:38:48] - Namespace(attack='fgsm', attack_iters=10, batch_size=128, chkpt_iters=10, cutout=False, cutout_len=None, data_dir='../cifar-data', epochs=200, epsilon=8, eval=False, fgsm_alpha=0.75, fgsm_init='random', fname='experiments/cifar10_fgsm/preactresnet18_0.75_2', half=False, l1=0, l2=0, lr_drop_epoch=100, lr_max=0.1, lr_one_drop=0.01, lr_schedule='piecewise', mixup=False, mixup_alpha=None, model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, val=False, width_factor=10)
[2020/01/28 22:39:01] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2020/01/28 22:40:13] - 0 	 39.9 	 	 31.6 	 	 0.1000 	 1.8071 	 0.3317 	 2.0158 	 	 0.2440 	 	 1.5960 	 0.4141 	 1.9866 	 	 0.2482
[2020/01/28 22:41:25] - 1 	 39.9 	 	 31.7 	 	 0.1000 	 1.5075 	 0.4535 	 1.7910 	 	 0.3211 	 	 1.3903 	 0.4969 	 1.9077 	 	 0.2676
[2020/01/28 22:42:37] - 2 	 40.1 	 	 31.8 	 	 0.1000 	 1.3348 	 0.5296 	 1.6733 	 	 0.3672 	 	 1.3009 	 0.5332 	 1.8689 	 	 0.2976
[2020/01/28 22:43:50] - 3 	 40.2 	 	 31.9 	 	 0.1000 	 1.2011 	 0.5879 	 1.5760 	 	 0.3995 	 	 1.1415 	 0.5996 	 1.8094 	 	 0.3158
[2020/01/28 22:45:02] - 4 	 40.2 	 	 31.8 	 	 0.1000 	 1.0860 	 0.6391 	 1.4903 	 	 0.4356 	 	 1.0673 	 0.6439 	 1.7546 	 	 0.3288
[2020/01/28 22:46:15] - 5 	 40.1 	 	 31.9 	 	 0.1000 	 1.0095 	 0.6730 	 1.4316 	 	 0.4542 	 	 1.0279 	 0.6353 	 1.7898 	 	 0.3343
[2020/01/28 22:47:27] - 6 	 40.1 	 	 31.8 	 	 0.1000 	 0.9503 	 0.6985 	 1.3873 	 	 0.4740 	 	 0.9121 	 0.7045 	 1.7394 	 	 0.3461
[2020/01/28 22:48:39] - 7 	 40.1 	 	 31.9 	 	 0.1000 	 0.8980 	 0.7182 	 1.3449 	 	 0.4870 	 	 0.8934 	 0.7121 	 1.7726 	 	 0.3404
[2020/01/28 22:49:51] - 8 	 40.2 	 	 31.8 	 	 0.1000 	 0.8566 	 0.7368 	 1.3135 	 	 0.4968 	 	 0.8640 	 0.7082 	 1.7160 	 	 0.3602
[2020/01/28 22:51:04] - 9 	 40.1 	 	 31.8 	 	 0.1000 	 0.8274 	 0.7507 	 1.2909 	 	 0.5078 	 	 0.8238 	 0.7337 	 1.7067 	 	 0.3566
[2020/01/28 22:52:16] - 10 	 40.0 	 	 31.8 	 	 0.1000 	 0.7984 	 0.7594 	 1.2696 	 	 0.5162 	 	 0.8726 	 0.7049 	 1.7828 	 	 0.3647
[2020/01/28 22:53:28] - 11 	 40.1 	 	 31.9 	 	 0.1000 	 0.7764 	 0.7686 	 1.2499 	 	 0.5237 	 	 0.8354 	 0.7347 	 1.6440 	 	 0.3818
[2020/01/28 22:54:41] - 12 	 40.1 	 	 32.0 	 	 0.1000 	 0.7575 	 0.7746 	 1.2373 	 	 0.5284 	 	 0.7911 	 0.7516 	 1.6636 	 	 0.3735
[2020/01/28 22:55:53] - 13 	 40.2 	 	 31.8 	 	 0.1000 	 0.7407 	 0.7830 	 1.2215 	 	 0.5352 	 	 0.7782 	 0.7430 	 1.7379 	 	 0.3755
[2020/01/28 22:57:05] - 14 	 40.2 	 	 31.9 	 	 0.1000 	 0.7232 	 0.7874 	 1.2056 	 	 0.5432 	 	 0.7768 	 0.7619 	 1.7002 	 	 0.3644
