[2020/01/10 20:31:04] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10_l2/preactresnet18_50', half=False, l1=0, l2=50.0, lr_max=0.1, lr_schedule='piecewise', model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, width_factor=10)
[2020/01/10 20:31:17] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2020/01/10 20:35:00] - 0 	 186.4 	 36.2 	 0.1000 	 nan 	 0.0992 	 nan 	 0.0973 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 20:38:49] - 1 	 193.1 	 35.7 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 20:42:34] - 2 	 188.7 	 36.0 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 20:46:20] - 3 	 189.1 	 35.9 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 20:50:08] - 4 	 190.4 	 36.6 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 20:53:56] - 5 	 191.3 	 36.0 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 20:57:41] - 6 	 188.7 	 36.0 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 21:01:27] - 7 	 190.0 	 35.2 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 21:05:13] - 8 	 190.5 	 35.8 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 21:09:03] - 9 	 192.7 	 35.9 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 21:12:49] - 10 	 190.4 	 35.8 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 21:16:38] - 11 	 191.3 	 36.5 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 21:20:25] - 12 	 191.0 	 35.5 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 21:24:12] - 13 	 191.3 	 35.7 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 21:28:00] - 14 	 191.1 	 35.9 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 21:31:47] - 15 	 190.3 	 36.5 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 21:35:34] - 16 	 190.4 	 35.7 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 21:39:21] - 17 	 190.8 	 35.6 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 21:43:08] - 18 	 191.0 	 35.8 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 21:46:56] - 19 	 190.8 	 36.3 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
[2020/01/10 21:50:42] - 20 	 190.0 	 35.9 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000 	 nan 	 0.1000
