[2020/01/10 20:29:26] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10_l2/preactresnet18_5e-2', half=False, l1=0, l2=0.05, lr_max=0.1, lr_schedule='piecewise', model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, width_factor=10)
[2020/01/10 20:29:36] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2020/01/10 20:33:20] - 0 	 187.8 	 36.1 	 0.1000 	 2.1413 	 0.2040 	 2.2684 	 0.1520 	 2.1854 	 0.1864 	 2.2287 	 0.1592
[2020/01/10 20:37:07] - 1 	 191.5 	 35.2 	 0.1000 	 2.1172 	 0.2129 	 2.2265 	 0.1635 	 2.1632 	 0.2112 	 2.2176 	 0.1824
[2020/01/10 20:40:55] - 2 	 191.3 	 35.9 	 0.1000 	 2.1128 	 0.2160 	 2.2204 	 0.1675 	 2.2163 	 0.1943 	 2.2453 	 0.1661
[2020/01/10 20:44:43] - 3 	 191.5 	 36.3 	 0.1000 	 2.1101 	 0.2176 	 2.2164 	 0.1655 	 2.1349 	 0.2004 	 2.2158 	 0.1790
[2020/01/10 20:48:32] - 4 	 191.5 	 36.2 	 0.1000 	 2.1061 	 0.2198 	 2.2102 	 0.1674 	 2.1874 	 0.2024 	 2.3308 	 0.1428
[2020/01/10 20:52:21] - 5 	 192.2 	 36.5 	 0.1000 	 2.1084 	 0.2220 	 2.2093 	 0.1702 	 2.1439 	 0.2147 	 2.1911 	 0.1822
[2020/01/10 20:56:10] - 6 	 191.9 	 36.3 	 0.1000 	 2.1011 	 0.2271 	 2.2025 	 0.1742 	 2.1961 	 0.1664 	 2.2256 	 0.1426
[2020/01/10 21:00:00] - 7 	 193.5 	 36.0 	 0.1000 	 2.0990 	 0.2278 	 2.2009 	 0.1740 	 2.1902 	 0.1820 	 2.2365 	 0.1498
[2020/01/10 21:03:46] - 8 	 190.0 	 36.1 	 0.1000 	 2.1016 	 0.2253 	 2.2006 	 0.1739 	 2.1460 	 0.1798 	 2.2521 	 0.1501
[2020/01/10 21:07:34] - 9 	 190.3 	 36.7 	 0.1000 	 2.1068 	 0.2182 	 2.2038 	 0.1710 	 2.2281 	 0.1401 	 2.2725 	 0.1143
[2020/01/10 21:11:21] - 10 	 191.1 	 35.6 	 0.1000 	 2.1055 	 0.2224 	 2.2027 	 0.1700 	 2.1645 	 0.2094 	 2.2049 	 0.1875
[2020/01/10 21:15:09] - 11 	 192.0 	 35.8 	 0.1000 	 2.1043 	 0.2267 	 2.1994 	 0.1755 	 2.2047 	 0.1855 	 2.2425 	 0.1624
[2020/01/10 21:18:57] - 12 	 191.4 	 35.8 	 0.1000 	 2.1019 	 0.2254 	 2.1987 	 0.1742 	 2.0975 	 0.2232 	 2.1997 	 0.1960
[2020/01/10 21:22:46] - 13 	 192.8 	 35.1 	 0.1000 	 2.1039 	 0.2234 	 2.1995 	 0.1765 	 2.1139 	 0.2261 	 2.1738 	 0.1956
[2020/01/10 21:26:35] - 14 	 192.6 	 36.3 	 0.1000 	 2.1056 	 0.2232 	 2.2004 	 0.1742 	 2.1340 	 0.2088 	 2.1959 	 0.1739
[2020/01/10 21:30:23] - 15 	 191.7 	 35.6 	 0.1000 	 2.1064 	 0.2211 	 2.1994 	 0.1735 	 2.1752 	 0.1899 	 2.2130 	 0.1660
[2020/01/10 21:34:12] - 16 	 191.7 	 36.2 	 0.1000 	 2.1041 	 0.2212 	 2.1983 	 0.1732 	 2.2167 	 0.1707 	 2.2579 	 0.1517
[2020/01/10 21:38:02] - 17 	 193.1 	 36.7 	 0.1000 	 2.1064 	 0.2203 	 2.2000 	 0.1740 	 2.1402 	 0.2242 	 2.1957 	 0.1785
[2020/01/10 21:41:50] - 18 	 191.3 	 36.4 	 0.1000 	 2.1044 	 0.2208 	 2.1974 	 0.1728 	 2.7723 	 0.1432 	 3.0357 	 0.1275
[2020/01/10 21:45:39] - 19 	 192.2 	 36.1 	 0.1000 	 2.1103 	 0.2221 	 2.2032 	 0.1726 	 2.1259 	 0.2267 	 2.1941 	 0.1831
[2020/01/10 21:49:28] - 20 	 192.4 	 36.3 	 0.1000 	 2.1041 	 0.2191 	 2.1965 	 0.1743 	 2.1581 	 0.2048 	 2.2728 	 0.1661
[2020/01/10 21:53:17] - 21 	 192.1 	 35.8 	 0.1000 	 2.1036 	 0.2206 	 2.1965 	 0.1722 	 2.1954 	 0.1775 	 2.2385 	 0.1536
[2020/01/10 21:57:04] - 22 	 191.3 	 35.7 	 0.1000 	 2.1055 	 0.2235 	 2.1976 	 0.1749 	 2.2169 	 0.1791 	 2.2451 	 0.1512
[2020/01/10 22:00:54] - 23 	 193.1 	 36.0 	 0.1000 	 2.1029 	 0.2222 	 2.1965 	 0.1717 	 2.1293 	 0.1998 	 2.1929 	 0.1705
[2020/01/10 22:04:42] - 24 	 191.3 	 36.4 	 0.1000 	 2.1049 	 0.2234 	 2.1966 	 0.1736 	 2.1224 	 0.2246 	 2.1781 	 0.1908
[2020/01/10 22:08:29] - 25 	 191.3 	 35.1 	 0.1000 	 2.1056 	 0.2212 	 2.1978 	 0.1721 	 2.1641 	 0.2171 	 2.2721 	 0.1827
[2020/01/10 22:12:17] - 26 	 191.5 	 36.2 	 0.1000 	 2.1012 	 0.2225 	 2.1942 	 0.1718 	 2.1411 	 0.2291 	 2.2131 	 0.1973
[2020/01/10 22:16:05] - 27 	 191.2 	 36.9 	 0.1000 	 2.1107 	 0.2182 	 2.2020 	 0.1722 	 2.0948 	 0.2067 	 2.1690 	 0.1694
[2020/01/10 22:19:53] - 28 	 190.7 	 36.7 	 0.1000 	 2.1060 	 0.2212 	 2.1975 	 0.1735 	 2.1778 	 0.1939 	 2.2144 	 0.1581
[2020/01/10 22:23:44] - 29 	 193.4 	 36.5 	 0.1000 	 2.1051 	 0.2212 	 2.1973 	 0.1728 	 2.1818 	 0.2012 	 2.2253 	 0.1690
[2020/01/10 22:27:33] - 30 	 192.4 	 36.6 	 0.1000 	 2.1074 	 0.2216 	 2.1980 	 0.1741 	 2.1344 	 0.2139 	 2.2087 	 0.1754
[2020/01/10 22:31:23] - 31 	 192.4 	 36.3 	 0.1000 	 2.1053 	 0.2217 	 2.1970 	 0.1752 	 2.1463 	 0.2165 	 2.2467 	 0.1823
[2020/01/10 22:35:13] - 32 	 194.2 	 35.9 	 0.1000 	 2.1067 	 0.2200 	 2.1984 	 0.1733 	 2.2232 	 0.1778 	 2.4092 	 0.1470
[2020/01/10 22:39:02] - 33 	 192.2 	 36.0 	 0.1000 	 2.1033 	 0.2211 	 2.1944 	 0.1748 	 2.2690 	 0.1279 	 2.2830 	 0.1197
[2020/01/10 22:42:51] - 34 	 192.2 	 35.7 	 0.1000 	 2.1057 	 0.2233 	 2.1963 	 0.1761 	 2.1786 	 0.2000 	 2.2699 	 0.1477
[2020/01/10 22:46:37] - 35 	 190.9 	 35.4 	 0.1000 	 2.1047 	 0.2238 	 2.1951 	 0.1755 	 2.1317 	 0.2187 	 2.1830 	 0.1826
[2020/01/10 22:50:26] - 36 	 191.8 	 36.0 	 0.1000 	 2.1079 	 0.2162 	 2.1976 	 0.1701 	 2.1406 	 0.2152 	 2.2130 	 0.1819
[2020/01/10 22:54:14] - 37 	 191.4 	 36.6 	 0.1000 	 2.1103 	 0.2204 	 2.1996 	 0.1725 	 2.1331 	 0.2127 	 2.1993 	 0.1847
[2020/01/10 22:58:04] - 38 	 193.3 	 35.2 	 0.1000 	 2.1074 	 0.2237 	 2.1969 	 0.1757 	 2.1442 	 0.1579 	 2.2122 	 0.1357
[2020/01/10 23:01:51] - 39 	 191.7 	 35.6 	 0.1000 	 2.1064 	 0.2201 	 2.1970 	 0.1739 	 2.1268 	 0.2181 	 2.1829 	 0.1881
[2020/01/10 23:05:39] - 40 	 191.2 	 35.7 	 0.1000 	 2.1030 	 0.2247 	 2.1940 	 0.1738 	 2.1023 	 0.2102 	 2.1982 	 0.1832
[2020/01/10 23:09:28] - 41 	 192.8 	 36.1 	 0.1000 	 2.1087 	 0.2170 	 2.1983 	 0.1697 	 2.1726 	 0.1822 	 2.2352 	 0.1303
[2020/01/10 23:13:16] - 42 	 191.2 	 35.5 	 0.1000 	 2.1088 	 0.2184 	 2.1980 	 0.1735 	 2.2698 	 0.1285 	 2.2899 	 0.1098
[2020/01/10 23:17:03] - 43 	 191.3 	 35.6 	 0.1000 	 2.1082 	 0.2206 	 2.1968 	 0.1747 	 2.1159 	 0.2269 	 2.1675 	 0.1970
[2020/01/10 23:20:52] - 44 	 192.3 	 36.3 	 0.1000 	 2.1052 	 0.2207 	 2.1932 	 0.1767 	 2.8714 	 0.1958 	 3.1591 	 0.1763
[2020/01/10 23:24:40] - 45 	 191.6 	 36.1 	 0.1000 	 2.1104 	 0.2187 	 2.1998 	 0.1727 	 2.1406 	 0.2300 	 2.1965 	 0.1937
[2020/01/10 23:28:26] - 46 	 189.2 	 36.0 	 0.1000 	 2.1118 	 0.2188 	 2.2001 	 0.1710 	 2.2165 	 0.1704 	 2.2699 	 0.1367
[2020/01/10 23:32:14] - 47 	 191.4 	 35.8 	 0.1000 	 2.1092 	 0.2215 	 2.1981 	 0.1730 	 2.1990 	 0.1723 	 2.2397 	 0.1498
[2020/01/10 23:36:04] - 48 	 193.6 	 36.2 	 0.1000 	 2.1075 	 0.2188 	 2.1961 	 0.1734 	 2.2214 	 0.1966 	 2.2469 	 0.1715
[2020/01/10 23:39:52] - 49 	 191.5 	 36.0 	 0.1000 	 2.1061 	 0.2236 	 2.1961 	 0.1752 	 3.1931 	 0.1594 	 3.5357 	 0.1339
[2020/01/10 23:43:41] - 50 	 190.7 	 36.8 	 0.1000 	 2.1061 	 0.2191 	 2.1951 	 0.1734 	 2.0833 	 0.2250 	 2.1593 	 0.1924
[2020/01/10 23:47:29] - 51 	 192.3 	 35.7 	 0.1000 	 2.1070 	 0.2209 	 2.1983 	 0.1723 	 2.1589 	 0.1905 	 2.1984 	 0.1637
[2020/01/10 23:51:18] - 52 	 191.8 	 36.4 	 0.1000 	 2.1060 	 0.2187 	 2.1950 	 0.1710 	 2.0907 	 0.2325 	 2.1699 	 0.1982
[2020/01/10 23:55:05] - 53 	 191.2 	 35.4 	 0.1000 	 2.1032 	 0.2251 	 2.1923 	 0.1753 	 2.1101 	 0.2269 	 2.1660 	 0.1942
[2020/01/10 23:58:55] - 54 	 193.1 	 35.8 	 0.1000 	 2.1108 	 0.2178 	 2.1992 	 0.1726 	 2.1167 	 0.2254 	 2.1764 	 0.1836
[2020/01/11 00:02:42] - 55 	 190.9 	 35.9 	 0.1000 	 2.1067 	 0.2205 	 2.1956 	 0.1735 	 2.1375 	 0.2054 	 2.1912 	 0.1714
[2020/01/11 00:06:32] - 56 	 193.1 	 35.9 	 0.1000 	 2.1113 	 0.2189 	 2.1990 	 0.1727 	 2.1127 	 0.1992 	 2.2031 	 0.1710
[2020/01/11 00:10:21] - 57 	 193.3 	 35.4 	 0.1000 	 2.1046 	 0.2224 	 2.1933 	 0.1745 	 2.1469 	 0.2203 	 2.2017 	 0.1847
[2020/01/11 00:14:10] - 58 	 192.6 	 35.9 	 0.1000 	 2.1059 	 0.2162 	 2.1950 	 0.1710 	 2.1026 	 0.2239 	 2.2088 	 0.1863
[2020/01/11 00:17:59] - 59 	 192.4 	 35.5 	 0.1000 	 2.1072 	 0.2177 	 2.1952 	 0.1734 	 2.1185 	 0.2076 	 2.1892 	 0.1771
[2020/01/11 00:21:48] - 60 	 192.7 	 35.9 	 0.1000 	 2.1155 	 0.2138 	 2.2019 	 0.1704 	 2.1263 	 0.2073 	 2.2125 	 0.1882
[2020/01/11 00:25:37] - 61 	 192.6 	 36.4 	 0.1000 	 2.1110 	 0.2178 	 2.1965 	 0.1742 	 2.1828 	 0.2138 	 2.2813 	 0.1857
[2020/01/11 00:29:28] - 62 	 194.3 	 36.1 	 0.1000 	 2.1054 	 0.2187 	 2.1959 	 0.1726 	 2.1859 	 0.1777 	 2.2472 	 0.1470
[2020/01/11 00:33:16] - 63 	 191.7 	 35.3 	 0.1000 	 2.1068 	 0.2146 	 2.1934 	 0.1711 	 2.0756 	 0.2333 	 2.1882 	 0.1925
[2020/01/11 00:37:05] - 64 	 192.8 	 35.8 	 0.1000 	 2.1119 	 0.2177 	 2.1986 	 0.1732 	 2.1569 	 0.1808 	 2.2212 	 0.1384
[2020/01/11 00:40:53] - 65 	 191.6 	 36.0 	 0.1000 	 2.1132 	 0.2183 	 2.1993 	 0.1720 	 2.2215 	 0.1892 	 2.2502 	 0.1676
[2020/01/11 00:44:43] - 66 	 192.9 	 35.7 	 0.1000 	 2.1117 	 0.2152 	 2.1994 	 0.1685 	 2.1397 	 0.1743 	 2.2081 	 0.1585
[2020/01/11 00:48:30] - 67 	 191.5 	 35.5 	 0.1000 	 2.1087 	 0.2169 	 2.1949 	 0.1734 	 2.1949 	 0.2100 	 2.2333 	 0.1840
[2020/01/11 00:52:20] - 68 	 192.6 	 36.2 	 0.1000 	 2.1121 	 0.2213 	 2.1994 	 0.1719 	 2.2666 	 0.1096 	 2.2890 	 0.0968
[2020/01/11 00:56:07] - 69 	 191.7 	 35.4 	 0.1000 	 2.1077 	 0.2193 	 2.1965 	 0.1726 	 2.1297 	 0.2148 	 2.2360 	 0.1825
[2020/01/11 00:59:57] - 70 	 192.6 	 36.1 	 0.1000 	 2.1096 	 0.2172 	 2.1956 	 0.1725 	 2.2170 	 0.1934 	 2.4083 	 0.1552
[2020/01/11 01:03:45] - 71 	 191.9 	 35.8 	 0.1000 	 2.1107 	 0.2185 	 2.1974 	 0.1708 	 2.1195 	 0.2197 	 2.2174 	 0.1863
[2020/01/11 01:07:33] - 72 	 191.2 	 36.0 	 0.1000 	 2.1111 	 0.2179 	 2.1989 	 0.1722 	 2.1083 	 0.2034 	 2.1895 	 0.1728
[2020/01/11 01:11:21] - 73 	 192.2 	 35.5 	 0.1000 	 2.1065 	 0.2216 	 2.1946 	 0.1748 	 2.1530 	 0.2018 	 2.1995 	 0.1771
[2020/01/11 01:15:08] - 74 	 191.7 	 35.4 	 0.1000 	 2.1119 	 0.2180 	 2.2004 	 0.1721 	 2.2216 	 0.1781 	 2.2604 	 0.1455
[2020/01/11 01:18:57] - 75 	 192.4 	 35.4 	 0.1000 	 2.1081 	 0.2230 	 2.1957 	 0.1744 	 2.2031 	 0.1536 	 2.2341 	 0.1290
[2020/01/11 01:22:45] - 76 	 192.0 	 35.9 	 0.1000 	 2.1038 	 0.2205 	 2.1932 	 0.1709 	 2.1465 	 0.2128 	 2.1902 	 0.1978
[2020/01/11 01:26:33] - 77 	 191.6 	 35.4 	 0.1000 	 2.1127 	 0.2148 	 2.1980 	 0.1697 	 2.1157 	 0.2125 	 2.1742 	 0.1799
[2020/01/11 01:30:23] - 78 	 192.6 	 36.3 	 0.1000 	 2.1085 	 0.2181 	 2.1958 	 0.1712 	 2.1432 	 0.1982 	 2.1973 	 0.1704
[2020/01/11 01:34:10] - 79 	 190.9 	 36.4 	 0.1000 	 2.1058 	 0.2194 	 2.1940 	 0.1741 	 2.2283 	 0.1535 	 2.3149 	 0.1152
[2020/01/11 01:37:56] - 80 	 189.8 	 35.6 	 0.1000 	 2.1073 	 0.2204 	 2.1955 	 0.1726 	 2.0983 	 0.2346 	 2.1645 	 0.1881
[2020/01/11 01:41:41] - 81 	 188.9 	 35.4 	 0.1000 	 2.1040 	 0.2241 	 2.1932 	 0.1776 	 2.1165 	 0.2263 	 2.1695 	 0.2090
[2020/01/11 01:45:27] - 82 	 189.9 	 35.5 	 0.1000 	 2.1054 	 0.2206 	 2.1934 	 0.1743 	 2.1731 	 0.1737 	 2.2225 	 0.1545
[2020/01/11 01:49:12] - 83 	 189.3 	 35.1 	 0.1000 	 2.1069 	 0.2175 	 2.1943 	 0.1730 	 2.0877 	 0.2170 	 2.1817 	 0.1786
