[2020/01/29 13:22:47] - Namespace(attack='pgd', attack_iters=10, batch_size=128, chkpt_iters=10, cutout=False, cutout_len=None, data_dir='../cifar-data', epochs=110, epsilon=8, eval=False, fgsm_alpha=1.25, fgsm_init='random', fname='experiments/cifar10_startlr/preactresnet_0.3', half=False, l1=0, l2=0, lr_drop_epoch=100, lr_max=0.3, lr_one_drop=0.01, lr_schedule='onedrop', mixup=False, mixup_alpha=None, model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, val=False, width_factor=10)
[2020/01/29 13:22:51] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2020/01/29 13:28:12] - 0 	 269.4 	 	 50.9 	 	 0.3000 	 2.1152 	 0.2153 	 2.2408 	 	 0.1675 	 	 1.9912 	 0.2589 	 2.1332 	 	 0.1989
[2020/01/29 13:33:39] - 1 	 275.5 	 	 51.4 	 	 0.3000 	 1.8502 	 0.3238 	 2.0557 	 	 0.2310 	 	 1.6960 	 0.3932 	 1.9553 	 	 0.2773
[2020/01/29 13:39:07] - 2 	 275.9 	 	 51.7 	 	 0.3000 	 1.6751 	 0.3997 	 1.9559 	 	 0.2660 	 	 1.6229 	 0.4251 	 1.9035 	 	 0.2882
[2020/01/29 13:44:35] - 3 	 275.9 	 	 51.5 	 	 0.3000 	 1.5675 	 0.4461 	 1.8961 	 	 0.2853 	 	 1.4742 	 0.4876 	 1.7964 	 	 0.3150
[2020/01/29 13:50:02] - 4 	 275.6 	 	 51.5 	 	 0.3000 	 1.4919 	 0.4858 	 1.8561 	 	 0.3016 	 	 1.4769 	 0.4651 	 1.7947 	 	 0.3281
[2020/01/29 13:55:30] - 5 	 275.8 	 	 51.4 	 	 0.3000 	 1.4342 	 0.5129 	 1.8236 	 	 0.3144 	 	 1.4157 	 0.5039 	 1.7544 	 	 0.3497
[2020/01/29 14:00:57] - 6 	 275.5 	 	 51.4 	 	 0.3000 	 1.3954 	 0.5326 	 1.8009 	 	 0.3230 	 	 1.2972 	 0.5677 	 1.7034 	 	 0.3632
[2020/01/29 14:06:24] - 7 	 274.9 	 	 51.1 	 	 0.3000 	 1.3566 	 0.5485 	 1.7782 	 	 0.3290 	 	 1.3422 	 0.5463 	 1.7393 	 	 0.3495
[2020/01/29 14:11:50] - 8 	 275.1 	 	 51.1 	 	 0.3000 	 1.3342 	 0.5594 	 1.7664 	 	 0.3311 	 	 1.2832 	 0.5500 	 1.7147 	 	 0.3510
[2020/01/29 14:17:18] - 9 	 276.4 	 	 51.4 	 	 0.3000 	 1.3064 	 0.5738 	 1.7521 	 	 0.3408 	 	 1.2336 	 0.5907 	 1.7108 	 	 0.3593
[2020/01/29 14:22:46] - 10 	 276.0 	 	 51.4 	 	 0.3000 	 1.2901 	 0.5814 	 1.7420 	 	 0.3432 	 	 1.2585 	 0.5676 	 1.6857 	 	 0.3720
