[2020/01/20 22:29:54] - Namespace(attack='pgd', attack_iters=10, batch_size=128, cutout=True, cutout_len=4, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10_cutout/preactresnet18_4', half=False, l1=0, l2=0, lr_max=0.1, lr_schedule='piecewise', mixup=False, mixup_alpha=None, model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, width_factor=10)
[2020/01/20 22:32:36] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2020/01/20 22:36:06] - 0 	 176.0 	 	 34.0 	 	 0.1000 	 1.9801 	 0.2763 	 2.1663 	 	 0.1970 	 	 1.7502 	 0.3696 	 1.9710 	 	 0.2581
[2020/01/20 22:39:43] - 1 	 182.4 	 	 34.0 	 	 0.1000 	 1.7164 	 0.3833 	 1.9824 	 	 0.2600 	 	 1.6042 	 0.4351 	 1.8699 	 	 0.3066
[2020/01/20 22:43:20] - 2 	 182.0 	 	 33.9 	 	 0.1000 	 1.6028 	 0.4285 	 1.9116 	 	 0.2815 	 	 1.5600 	 0.4416 	 1.8605 	 	 0.3077
[2020/01/20 22:46:56] - 3 	 181.6 	 	 33.9 	 	 0.1000 	 1.5158 	 0.4692 	 1.8572 	 	 0.3017 	 	 1.4451 	 0.5142 	 1.7664 	 	 0.3433
[2020/01/20 22:50:32] - 4 	 181.3 	 	 33.7 	 	 0.1000 	 1.4431 	 0.5026 	 1.8132 	 	 0.3169 	 	 1.4186 	 0.5108 	 1.7427 	 	 0.3476
[2020/01/20 22:54:08] - 5 	 181.1 	 	 33.8 	 	 0.1000 	 1.3838 	 0.5264 	 1.7765 	 	 0.3330 	 	 1.3199 	 0.5494 	 1.6799 	 	 0.3787
[2020/01/20 22:57:44] - 6 	 181.3 	 	 33.8 	 	 0.1000 	 1.3268 	 0.5556 	 1.7403 	 	 0.3461 	 	 1.2425 	 0.5824 	 1.6552 	 	 0.3816
[2020/01/20 23:01:20] - 7 	 181.6 	 	 33.8 	 	 0.1000 	 1.2728 	 0.5764 	 1.7064 	 	 0.3552 	 	 1.2217 	 0.5988 	 1.6176 	 	 0.3971
[2020/01/20 23:04:57] - 8 	 181.8 	 	 33.9 	 	 0.1000 	 1.2267 	 0.5963 	 1.6761 	 	 0.3654 	 	 1.1886 	 0.5995 	 1.5963 	 	 0.4015
[2020/01/20 23:08:33] - 9 	 181.6 	 	 33.8 	 	 0.1000 	 1.1846 	 0.6158 	 1.6472 	 	 0.3758 	 	 1.0695 	 0.6405 	 1.5905 	 	 0.3973
[2020/01/20 23:12:10] - 10 	 181.8 	 	 33.9 	 	 0.1000 	 1.1469 	 0.6320 	 1.6209 	 	 0.3857 	 	 1.1056 	 0.6342 	 1.5579 	 	 0.4096
[2020/01/20 23:15:46] - 11 	 181.7 	 	 33.8 	 	 0.1000 	 1.1118 	 0.6458 	 1.5970 	 	 0.3958 	 	 1.0807 	 0.6453 	 1.5302 	 	 0.4162
[2020/01/20 23:19:23] - 12 	 181.8 	 	 33.9 	 	 0.1000 	 1.0818 	 0.6589 	 1.5780 	 	 0.4008 	 	 1.0790 	 0.6561 	 1.5281 	 	 0.4141
[2020/01/20 23:22:59] - 13 	 181.9 	 	 33.8 	 	 0.1000 	 1.0528 	 0.6707 	 1.5556 	 	 0.4099 	 	 0.9862 	 0.6759 	 1.5502 	 	 0.4154
