[2020/05/01 22:20:21] - Namespace(attack='pgd', attack_iters=10, attack_iters_test=20, awp_iter=0, awp_size=0, awp_warmup=0, batch_size=128, chkpt_iters=10, cutout=False, cutout_len=None, data_dir='../../data', epochs=200, epsilon=8, eval=False, fname='experiments/svhn_linf/baseline', half=False, l1=0, l2=0, lr_max=0.01, lr_schedule='piecewise', mixup=False, mixup_alpha=None, model='PreActResNet18', norm='l_inf', pgd_alpha=1, restarts=1, resume=0, seed=0, width_factor=10)
[2020/05/01 22:20:25] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2020/05/01 22:31:24] - 0 	 402.1 	 	 257.2 	 	 0.0100 	 2.2405 	 0.1877 	 2.2753 	 	 0.1813 	 	 2.2340 	 0.1842 	 2.2548 	 	 0.1769
[2020/05/01 22:42:24] - 1 	 404.5 	 	 255.9 	 	 0.0100 	 2.2313 	 0.1892 	 2.2439 	 	 0.1872 	 	 2.2108 	 0.1960 	 2.2255 	 	 0.1959
[2020/05/01 22:53:25] - 2 	 404.9 	 	 256.2 	 	 0.0100 	 2.2153 	 0.1952 	 2.2364 	 	 0.1896 	 	 2.1346 	 0.2539 	 2.2054 	 	 0.2102
[2020/05/01 23:04:27] - 3 	 405.0 	 	 256.5 	 	 0.0100 	 1.6120 	 0.4879 	 1.9547 	 	 0.3107 	 	 0.9226 	 0.7809 	 1.7710 	 	 0.3922
[2020/05/01 23:15:29] - 4 	 405.4 	 	 256.9 	 	 0.0100 	 0.7454 	 0.8282 	 1.4027 	 	 0.5221 	 	 0.6614 	 0.8592 	 1.5605 	 	 0.4733
[2020/05/01 23:26:32] - 5 	 405.5 	 	 256.9 	 	 0.0100 	 0.6029 	 0.8685 	 1.2545 	 	 0.5742 	 	 0.6374 	 0.8629 	 1.5289 	 	 0.4841
[2020/05/01 23:37:34] - 6 	 405.6 	 	 256.9 	 	 0.0100 	 0.5408 	 0.8843 	 1.1822 	 	 0.5979 	 	 0.4986 	 0.8884 	 1.6004 	 	 0.4669
[2020/05/01 23:48:37] - 7 	 405.8 	 	 257.0 	 	 0.0100 	 0.4981 	 0.8954 	 1.1286 	 	 0.6164 	 	 0.5659 	 0.8903 	 1.4144 	 	 0.5317
[2020/05/01 23:59:40] - 8 	 405.7 	 	 257.0 	 	 0.0100 	 0.4650 	 0.9043 	 1.0851 	 	 0.6304 	 	 0.5478 	 0.8888 	 1.4226 	 	 0.5275
[2020/05/02 00:10:42] - 9 	 405.6 	 	 257.1 	 	 0.0100 	 0.4393 	 0.9109 	 1.0504 	 	 0.6413 	 	 0.4673 	 0.8979 	 1.4626 	 	 0.5146
[2020/05/02 00:21:46] - 10 	 405.5 	 	 257.0 	 	 0.0100 	 0.4170 	 0.9151 	 1.0209 	 	 0.6506 	 	 0.4615 	 0.9040 	 1.4533 	 	 0.5147
[2020/05/02 00:32:48] - 11 	 405.4 	 	 257.0 	 	 0.0100 	 0.3976 	 0.9207 	 0.9918 	 	 0.6580 	 	 0.5088 	 0.8962 	 1.4084 	 	 0.5249
[2020/05/02 00:43:51] - 12 	 405.6 	 	 256.9 	 	 0.0100 	 0.3784 	 0.9241 	 0.9652 	 	 0.6674 	 	 0.5593 	 0.8798 	 1.4206 	 	 0.5231
