[2019/12/19 21:01:48] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10/wideresnet_15', half=False, lr_max=0.1, lr_schedule='piecewise', norm='l_inf', pgd_alpha=2, restarts=1, seed=0, width_factor=15)
[2019/12/19 21:01:54] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2019/12/19 21:43:21] - 0 	 2093.0 	 393.6 	 0.1000 	 1.9308 	 0.2970 	 2.1471 	 0.2059 	 1.7610 	 0.3957 	 1.9571 	 0.2831
[2019/12/19 22:24:48] - 1 	 2090.0 	 393.1 	 0.1000 	 1.6802 	 0.4024 	 1.9743 	 0.2620 	 1.6035 	 0.4349 	 1.9027 	 0.2802
[2019/12/19 23:06:17] - 2 	 2091.8 	 393.4 	 0.1000 	 1.5293 	 0.4693 	 1.8819 	 0.2956 	 1.4401 	 0.4904 	 1.7833 	 0.3321
[2019/12/19 23:47:46] - 3 	 2092.0 	 393.4 	 0.1000 	 1.4084 	 0.5290 	 1.8099 	 0.3199 	 1.3576 	 0.5581 	 1.7060 	 0.3697
[2019/12/20 00:29:14] - 4 	 2090.8 	 393.4 	 0.1000 	 1.3098 	 0.5686 	 1.7437 	 0.3433 	 1.2674 	 0.5753 	 1.6938 	 0.3661
[2019/12/20 01:10:43] - 5 	 2091.6 	 393.2 	 0.1000 	 1.2311 	 0.6061 	 1.6899 	 0.3616 	 1.1919 	 0.5932 	 1.6200 	 0.3831
[2019/12/20 01:52:12] - 6 	 2091.8 	 393.2 	 0.1000 	 1.1803 	 0.6314 	 1.6538 	 0.3779 	 1.1445 	 0.6268 	 1.5619 	 0.4140
[2019/12/20 02:33:39] - 7 	 2090.3 	 392.9 	 0.1000 	 1.1287 	 0.6540 	 1.6149 	 0.3926 	 1.0587 	 0.6518 	 1.5455 	 0.4128
[2019/12/20 03:15:01] - 8 	 2086.0 	 392.1 	 0.1000 	 1.0854 	 0.6719 	 1.5872 	 0.4015 	 1.0604 	 0.6803 	 1.5176 	 0.4344
[2019/12/20 03:56:24] - 9 	 2087.1 	 392.0 	 0.1000 	 1.0438 	 0.6925 	 1.5550 	 0.4115 	 1.0057 	 0.6876 	 1.4990 	 0.4433
[2019/12/20 04:37:45] - 10 	 2086.3 	 391.7 	 0.1000 	 1.0113 	 0.7060 	 1.5314 	 0.4234 	 1.0079 	 0.6967 	 1.4877 	 0.4479
[2019/12/20 05:19:08] - 11 	 2086.9 	 391.7 	 0.1000 	 0.9764 	 0.7192 	 1.5070 	 0.4341 	 0.9440 	 0.7062 	 1.4498 	 0.4622
[2019/12/20 06:00:29] - 12 	 2085.5 	 391.6 	 0.1000 	 0.9532 	 0.7285 	 1.4889 	 0.4397 	 0.9985 	 0.6952 	 1.4835 	 0.4522
[2019/12/20 06:41:49] - 13 	 2084.8 	 391.3 	 0.1000 	 0.9288 	 0.7395 	 1.4739 	 0.4469 	 0.9194 	 0.7181 	 1.4377 	 0.4641
[2019/12/20 07:23:08] - 14 	 2084.4 	 391.4 	 0.1000 	 0.9074 	 0.7494 	 1.4592 	 0.4492 	 0.9471 	 0.6855 	 1.4710 	 0.4484
[2019/12/20 08:04:27] - 15 	 2083.9 	 391.1 	 0.1000 	 0.8907 	 0.7551 	 1.4437 	 0.4557 	 0.9139 	 0.6980 	 1.4234 	 0.4629
[2019/12/20 08:45:46] - 16 	 2083.8 	 391.0 	 0.1000 	 0.8737 	 0.7624 	 1.4306 	 0.4605 	 0.8769 	 0.7224 	 1.4135 	 0.4795
[2019/12/20 09:27:05] - 17 	 2083.8 	 391.3 	 0.1000 	 0.8585 	 0.7679 	 1.4220 	 0.4629 	 0.8478 	 0.7385 	 1.4122 	 0.4684
[2019/12/20 10:08:24] - 18 	 2084.4 	 391.1 	 0.1000 	 0.8423 	 0.7715 	 1.4071 	 0.4685 	 0.8259 	 0.7646 	 1.3900 	 0.4825
[2019/12/20 10:49:42] - 19 	 2083.3 	 391.0 	 0.1000 	 0.8273 	 0.7792 	 1.3931 	 0.4740 	 0.8211 	 0.7602 	 1.3797 	 0.4821
[2019/12/20 11:31:01] - 20 	 2083.6 	 391.0 	 0.1000 	 0.8178 	 0.7850 	 1.3883 	 0.4752 	 0.8300 	 0.7499 	 1.4273 	 0.4721
[2019/12/20 12:12:19] - 21 	 2083.1 	 391.0 	 0.1000 	 0.8023 	 0.7889 	 1.3745 	 0.4802 	 0.8491 	 0.7578 	 1.3948 	 0.4736
[2019/12/20 12:53:37] - 22 	 2083.3 	 391.1 	 0.1000 	 0.7899 	 0.7969 	 1.3654 	 0.4793 	 0.8932 	 0.7405 	 1.3899 	 0.4819
[2019/12/20 17:55:36] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10/wideresnet_15', half=False, lr_max=0.1, lr_schedule='piecewise', norm='l_inf', pgd_alpha=2, restarts=1, resume=23, seed=0, width_factor=15)
[2019/12/20 17:55:46] - Resuming at epoch 23
[2019/12/20 17:55:46] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2019/12/20 18:43:01] - 23 	 2372.3 	 462.5 	 0.1000 	 0.8095 	 0.7927 	 1.3932 	 0.4790 	 0.8643 	 0.7400 	 1.3832 	 0.4870
[2019/12/20 19:29:50] - 24 	 2345.0 	 461.0 	 0.1000 	 0.8013 	 0.7947 	 1.3856 	 0.4801 	 0.8251 	 0.7428 	 1.4231 	 0.4684
[2019/12/20 20:16:43] - 25 	 2349.6 	 459.2 	 0.1000 	 0.7949 	 0.7972 	 1.3824 	 0.4833 	 0.8261 	 0.7405 	 1.3838 	 0.4797
[2019/12/20 21:03:34] - 26 	 2346.5 	 460.5 	 0.1000 	 0.7824 	 0.8004 	 1.3701 	 0.4854 	 0.8151 	 0.7478 	 1.3802 	 0.4866
[2019/12/20 21:50:22] - 27 	 2342.6 	 461.5 	 0.1000 	 0.7771 	 0.8039 	 1.3646 	 0.4882 	 0.7972 	 0.7639 	 1.3654 	 0.4992
