[2020/01/19 04:11:12] - Namespace(attack='pgd', attack_iters=10, batch_size=128, cutout=False, cutout_len=None, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10_lr/preactresnet18_smartdrop', half=False, l1=0, l2=0, lr_max=0.1, lr_schedule='smartdrop', mixup=False, mixup_alpha=None, model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, width_factor=10)
[2020/01/19 04:11:28] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2020/01/19 04:16:52] - 0 	 273.7 	 	 50.8 	 	 0.1000 	 1.9574 	 0.2851 	 2.1524 	 	 0.2001 	 	 1.7354 	 0.3783 	 1.9692 	 	 0.2613
[2020/01/19 04:22:17] - 1 	 271.8 	 	 52.0 	 	 0.1000 	 1.6956 	 0.3895 	 1.9697 	 	 0.2614 	 	 1.5841 	 0.4397 	 1.8650 	 	 0.3084
[2020/01/19 04:27:39] - 2 	 270.2 	 	 50.6 	 	 0.1000 	 1.5759 	 0.4451 	 1.8939 	 	 0.2899 	 	 1.5379 	 0.4620 	 1.8496 	 	 0.3130
[2020/01/19 04:33:00] - 3 	 268.8 	 	 50.8 	 	 0.1000 	 1.4869 	 0.4792 	 1.8365 	 	 0.3057 	 	 1.4189 	 0.5275 	 1.7472 	 	 0.3497
[2020/01/19 04:38:20] - 4 	 268.6 	 	 51.2 	 	 0.1000 	 1.4092 	 0.5171 	 1.7905 	 	 0.3249 	 	 1.4146 	 0.5144 	 1.7445 	 	 0.3504
[2020/01/19 04:43:43] - 5 	 271.7 	 	 50.4 	 	 0.1000 	 1.3422 	 0.5445 	 1.7492 	 	 0.3408 	 	 1.3260 	 0.5506 	 1.6682 	 	 0.3828
[2020/01/19 04:49:02] - 6 	 268.2 	 	 49.8 	 	 0.1000 	 1.2835 	 0.5734 	 1.7111 	 	 0.3557 	 	 1.1860 	 0.6065 	 1.6250 	 	 0.3907
[2020/01/19 04:54:25] - 7 	 271.7 	 	 50.0 	 	 0.1000 	 1.2215 	 0.5995 	 1.6699 	 	 0.3680 	 	 1.1913 	 0.6158 	 1.6004 	 	 0.3969
[2020/01/19 04:59:46] - 8 	 268.5 	 	 50.9 	 	 0.1000 	 1.1739 	 0.6206 	 1.6373 	 	 0.3790 	 	 1.1456 	 0.6261 	 1.5679 	 	 0.4125
[2020/01/19 05:05:06] - 9 	 268.4 	 	 51.2 	 	 0.1000 	 1.1332 	 0.6379 	 1.6096 	 	 0.3899 	 	 1.0456 	 0.6480 	 1.5727 	 	 0.4019
[2020/01/19 05:10:28] - 10 	 270.4 	 	 50.0 	 	 0.1000 	 1.0945 	 0.6528 	 1.5824 	 	 0.4007 	 	 1.0640 	 0.6487 	 1.5453 	 	 0.4140
[2020/01/19 05:15:52] - 11 	 271.4 	 	 51.6 	 	 0.1000 	 1.0596 	 0.6681 	 1.5563 	 	 0.4107 	 	 1.0458 	 0.6631 	 1.5156 	 	 0.4222
[2020/01/19 05:21:13] - 12 	 269.3 	 	 50.9 	 	 0.1000 	 1.0306 	 0.6797 	 1.5356 	 	 0.4155 	 	 1.0262 	 0.6693 	 1.5046 	 	 0.4245
[2020/01/19 05:26:19] - 13 	 255.4 	 	 49.2 	 	 0.1000 	 1.0030 	 0.6917 	 1.5159 	 	 0.4240 	 	 0.9501 	 0.6974 	 1.5215 	 	 0.4224
[2020/01/19 05:31:35] - 14 	 265.4 	 	 49.9 	 	 0.1000 	 0.9714 	 0.7033 	 1.4911 	 	 0.4320 	 	 0.9444 	 0.7028 	 1.4597 	 	 0.4446
[2020/01/19 05:36:50] - 15 	 264.6 	 	 49.9 	 	 0.1000 	 0.9466 	 0.7123 	 1.4717 	 	 0.4397 	 	 0.8988 	 0.7170 	 1.4679 	 	 0.4453
[2020/01/19 05:42:07] - 16 	 265.2 	 	 50.0 	 	 0.1000 	 0.9270 	 0.7204 	 1.4552 	 	 0.4458 	 	 0.9205 	 0.6911 	 1.4363 	 	 0.4549
[2020/01/19 05:47:23] - 17 	 265.0 	 	 50.3 	 	 0.1000 	 0.9037 	 0.7299 	 1.4387 	 	 0.4491 	 	 0.9212 	 0.7162 	 1.4349 	 	 0.4607
[2020/01/19 05:52:22] - 18 	 246.1 	 	 52.1 	 	 0.1000 	 0.8832 	 0.7361 	 1.4222 	 	 0.4550 	 	 0.8729 	 0.7294 	 1.4696 	 	 0.4449
[2020/01/19 05:57:45] - 19 	 270.9 	 	 51.2 	 	 0.1000 	 0.8642 	 0.7454 	 1.4055 	 	 0.4625 	 	 0.9050 	 0.7176 	 1.4298 	 	 0.4617
[2020/01/19 06:03:03] - 20 	 265.8 	 	 51.1 	 	 0.1000 	 0.8411 	 0.7535 	 1.3872 	 	 0.4677 	 	 0.8658 	 0.7390 	 1.4056 	 	 0.4657
[2020/01/19 06:08:22] - 21 	 268.1 	 	 50.0 	 	 0.1000 	 0.8286 	 0.7582 	 1.3743 	 	 0.4736 	 	 0.8689 	 0.7231 	 1.4036 	 	 0.4671
