[2019/12/19 20:58:45] - Namespace(attack='pgd', attack_iters=10, batch_size=128, data_dir='../cifar-data', epochs=200, epsilon=8, fgsm_alpha=1, fgsm_init='random', fname='experiments/cifar10/wideresnet_4', half=False, lr_max=0.1, lr_schedule='piecewise', norm='l_inf', pgd_alpha=2, restarts=1, seed=0, width_factor=4)
[2019/12/19 20:58:49] - Epoch 	 Train Time 	 Test Time 	 LR 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2019/12/19 21:05:24] - 0 	 333.1 	 62.3 	 0.1000 	 1.9470 	 0.2877 	 2.1334 	 0.2062 	 1.7182 	 0.3805 	 1.9605 	 0.2731
[2019/12/19 21:12:04] - 1 	 338.0 	 61.9 	 0.1000 	 1.6932 	 0.3886 	 1.9672 	 0.2619 	 1.6205 	 0.4361 	 1.8773 	 0.3005
[2019/12/19 21:18:41] - 2 	 334.7 	 61.6 	 0.1000 	 1.5610 	 0.4559 	 1.8872 	 0.2911 	 1.4801 	 0.4871 	 1.7852 	 0.3339
[2019/12/19 21:25:09] - 3 	 327.6 	 59.8 	 0.1000 	 1.4507 	 0.5037 	 1.8206 	 0.3154 	 1.3899 	 0.5377 	 1.7517 	 0.3430
[2019/12/19 21:31:33] - 4 	 324.7 	 59.7 	 0.1000 	 1.3597 	 0.5488 	 1.7625 	 0.3346 	 1.2711 	 0.5742 	 1.6771 	 0.3656
[2019/12/19 21:37:58] - 5 	 324.7 	 59.7 	 0.1000 	 1.2984 	 0.5765 	 1.7249 	 0.3505 	 1.2689 	 0.5616 	 1.6589 	 0.3722
[2019/12/19 21:44:23] - 6 	 325.0 	 59.8 	 0.1000 	 1.2449 	 0.5998 	 1.6898 	 0.3621 	 1.1964 	 0.6265 	 1.6164 	 0.3956
[2019/12/19 21:50:48] - 7 	 325.1 	 59.9 	 0.1000 	 1.1989 	 0.6201 	 1.6592 	 0.3730 	 1.1778 	 0.6181 	 1.6166 	 0.3982
[2019/12/19 21:57:13] - 8 	 324.8 	 59.8 	 0.1000 	 1.1585 	 0.6394 	 1.6334 	 0.3810 	 1.1234 	 0.6606 	 1.5606 	 0.4237
[2019/12/19 22:03:38] - 9 	 325.0 	 59.7 	 0.1000 	 1.1235 	 0.6550 	 1.6111 	 0.3914 	 1.0803 	 0.6266 	 1.6044 	 0.3963
[2019/12/19 22:10:03] - 10 	 324.8 	 59.7 	 0.1000 	 1.0978 	 0.6661 	 1.5935 	 0.3957 	 1.0983 	 0.6481 	 1.5920 	 0.3940
[2019/12/19 22:16:28] - 11 	 324.6 	 59.7 	 0.1000 	 1.0716 	 0.6762 	 1.5734 	 0.4067 	 1.0573 	 0.6575 	 1.5397 	 0.4208
[2019/12/19 22:22:52] - 12 	 324.5 	 59.7 	 0.1000 	 1.0586 	 0.6796 	 1.5655 	 0.4080 	 1.0260 	 0.6808 	 1.5228 	 0.4295
[2019/12/19 22:29:17] - 13 	 324.6 	 59.6 	 0.1000 	 1.0303 	 0.6947 	 1.5459 	 0.4166 	 0.9864 	 0.6936 	 1.4925 	 0.4405
[2019/12/19 22:35:41] - 14 	 324.4 	 59.7 	 0.1000 	 1.0132 	 0.7023 	 1.5328 	 0.4198 	 0.9999 	 0.7030 	 1.5167 	 0.4284
[2019/12/19 22:42:06] - 15 	 324.9 	 59.6 	 0.1000 	 1.0018 	 0.7052 	 1.5249 	 0.4242 	 0.9932 	 0.6786 	 1.4916 	 0.4384
